,name,text_clean,Category_New,x,y
876,Law 7565/1986 - Brazilian Aeronautical Code,civilian aerodrom are classifi a public or privat,None,13.546595,6.88489
877,Law 7565/1986 - Brazilian Aeronautical Code,the use of civil aerodrom must obey the regulatori forecast establish by the aeronaut author,None,12.899751,8.162963
878,Law 7565/1986 - Brazilian Aeronautical Code,privat aerodrom can onli be use with the permiss of their owner and commerci exploit is forbidden,None,11.853238,8.726391
879,Law 7565/1986 - Brazilian Aeronautical Code,the civil aviat author will regul the aircraft oper that compris land or take-off in area other than aerodrom,None,10.891043,9.739874
880,Law 7565/1986 - Brazilian Aeronautical Code,the follow are consid airport are public airfield equip with facil and instal to support aircraft oper and the embark and disembark of peopl and cargo helipad are the airfield design exclus for helicopt heliport are public helipad equip with facil and instal to support helicopt oper and the embark and disembark of peopl and cargo,None,12.488681,7.1340327
881,Law 7565/1986 - Brazilian Aeronautical Code,airport and heliport will be classifi by administr act that will establish the characterist of each class sole paragraph airport destin for nation or foreign aircraft in the perform of intern servic will be classifi a intern airport,None,10.769689,9.704549
882,Law 7565/1986 - Brazilian Aeronautical Code,in public airfield that are the headquart of militari air unit the sphere of compet of civil and militari author a to the respect administr will be defin in special regul,None,11.116446,8.32743
883,Law 7565/1986 - Brazilian Aeronautical Code,privat aerodrom will be built maintain and oper by their owner obey the instruct norm and plan of the aeronaut author,None,12.369523,8.345932
884,Law 7565/1986 - Brazilian Aeronautical Code,public airfield will be built maintain and oper directli by the union by special compani of the indirect feder administr or it subsidiari link to the ministri of aeronaut by agreement with the state or municip by concess or author in order to ensur uniform of treatment throughout the nation territori the construct administr and oper are subject to the rule instruct coordin and control of the aeronaut author except a provid in art 36-a,None,9.166119,11.73267
885,Law 7565/1986 - Brazilian Aeronautical Code,the union or the entiti of the indirect administr refer to in thi articl are respons for establish the administr organ of the airport or heliport explor by them indic the person in charg of their administr and oper establish their attribut and determin the area and servic that are subordin to them,None,10.67228,10.097573
886,Law 7565/1986 - Brazilian Aeronautical Code,in order to achiev and maintain good oper qualiti at the airport the person in charg of administr will coordin the activ of the public agenc that are requir by law to oper there,None,10.083341,10.302986
887,Law 7565/1986 - Brazilian Aeronautical Code,the public airfield a long a their specif purpos is maintain by the union constitut autonom univers and asset independ of the holder of the domain of the real estat where they are locat articl,None,11.255384,9.9014435
888,Law 7565/1986 - Brazilian Aeronautical Code,the civil aviat author shall issu specif regul for aerodrom locat in the legal amazon area so a to adapt their oper to local condit with a view to promot region develop social integr care for isol commun access to health care and support for secur oper,None,9.777406,9.771621
889,Law 7565/1986 - Brazilian Aeronautical Code,public aerodrom may be use by ani aircraft without distinct of ownership or nation against the use charg except if for oper or safeti reason there is a restrict to use by certain type of aircraft or air servic,None,9.097715,11.222246
890,Law 7565/1986 - Brazilian Aeronautical Code,airport constitut univers equat to feder public good a long a their specif destin although the union doe not own all the properti on which they are locat the state municip entiti of the indirect administr or privat individu may contribut with real estat or good for the construct of airport through the constitut of autonom asset that will be consid a a univers,None,11.007426,10.215614
891,Law 7565/1986 - Brazilian Aeronautical Code,when the union deactiv the airport becaus it becom unnecessari the use of the good refer to in the previou paragraph will be return to the owner with the respect access,None,10.563218,10.753906
892,Law 7565/1986 - Brazilian Aeronautical Code,the airport oper may remov aircraft equip and other good left in the airport area whenev they restrict the oper capac expans or regular oper of the airport or caus health or environment risk the caput also appli to aircraft equip and other asset belong to a bankrupt estat upon commun to the compet court,None,9.848101,9.933071
893,Law 7565/1986 - Brazilian Aeronautical Code,the expens incur with the arrang refer to in thi articl shall be reimburs by the owner of the asset and in case of bankruptci shall constitut non-concurr credit to be paid by the estat,None,12.399344,9.978793
894,Law 7565/1986 - Brazilian Aeronautical Code,airport compris area destin to it own administr to land take off maneuv and park aircraft to the attend and movement of passeng baggag and cargo to air servic provid to the air cargo termin to public agenc that by legal provis must oper at intern airport to the use public and park their vehicl to the auxiliari servic of the airport or the use public to the appropri airport trade,None,9.313253,10.020082
895,Law 7565/1986 - Brazilian Aeronautical Code,the properti surround aerodrom and air navig aid facil are subject to special restrict sole paragraph the restrict to which thi articl refer are rel to the use of properti in term of build facil agricultur crop and object of a perman or temporari natur and anyth el that might hinder aircraft oper or caus interfer with the signal of radio navig aid or hinder the visibl of visual aid,None,11.61807,9.686649
896,Law 7565/1986 - Brazilian Aeronautical Code,the restrict refer to in the previou articl are those specifi by the aeronaut author through approv of the follow plan valid respect for each type of air navig aid basic airfield protect zone plan nois zone plan basic helipoint protect zone plan protect zone plan and air navig aid accord to the conveni and peculiar of flight protect specif plan may be appli to each aerodrom observ the prescript where applic of the basic plan,None,10.612152,10.564547
897,Law 7565/1986 - Brazilian Aeronautical Code,the aerodrom protect zone basic plan the basic nois zone plan the helipad protect zone plan and the air navig protect and aid zone plan will be approv by an act of the presid of the republ,None,14.851319,7.543669
898,Law 7565/1986 - Brazilian Aeronautical Code,the specif aerodrom protect zone plan and specif nois zone plan will be approv by act from the minist of aeronaut and transmit to the administr that must enforc the restrict,None,14.95213,7.506921
899,Law 7565/1986 - Brazilian Aeronautical Code,the public administr must make the zone of the soil use in the area neighbor the airfield compat with the special restrict includ in the basic and specif plan,None,10.524676,10.369931
900,Law 7565/1986 - Brazilian Aeronautical Code,the special restrict establish appli to ani properti whether privat or public,None,13.0581255,7.394205
901,Law 7565/1986 - Brazilian Aeronautical Code,the respons for the instal oper and mainten of the obstacl signal equip will be of the owner holder of the use domain or possessor of the properti refer to in art,None,11.946363,8.795747
902,Law 7565/1986 - Brazilian Aeronautical Code,non-compli with the provis of paragraph will result in the imposit of a daili fine for violat of the provis of thi code pursuant to art without prejudic to the instal mainten or repair of the signal equip by the compet author at the offend 's expens,None,12.016307,9.091775
903,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut author may embargo the work or construct of ani natur that is contrari to the basic or specif plan of each airport or requir the elimin of obstacl erect in disagr with the said plan subsequ to their public at the risk of the offend who may not claim ani compens,None,10.199268,10.735479
904,Law 7565/1986 - Brazilian Aeronautical Code,when the establish restrict impos demolit of obstacl erect befor the public of the basic or specif plan the owner will be entitl to compens,None,12.814642,8.065549
905,Law 7565/1986 - Brazilian Aeronautical Code,the flight protect system aim at the regular safeti and effici of traffic flow in airspac compris the follow activ air traffic control aeronaut telecommun and air navig aid of aeronaut meteorolog of cartographi and aeronaut inform search and rescu of in-flight inspect of coordin and supervis of specif technic educ of supervis the manufactur repair mainten and distribut of ground-bas air navig aid equip,None,10.944233,8.975507
906,Law 7565/1986 - Brazilian Aeronautical Code,aeronaut telecommun servic are classifi a aeronaut fix aeronaut mobil of aeronaut radionavig aeronaut broadcast aeronaut mobil satellit of aeronaut satellit radio navig,None,13.572188,7.012068
907,Law 7565/1986 - Brazilian Aeronautical Code,the flight protect activ includ the coordin of search assist and rescu,None,13.351907,7.0766068
908,Law 7565/1986 - Brazilian Aeronautical Code,the captain of an aircraft is oblig to provid assist to anyon who is in danger of their life at sea in the air or on land a long a they can do so without danger to the aircraft it crew it passeng or other peopl,None,8.706129,11.243596
909,Law 7565/1986 - Brazilian Aeronautical Code,everi ship 's captain at sea and ani person on land are oblig a long a they can do it without risk to themselv or other to assist those who are in danger of their live a a result of an aircraft crash or damag,None,8.655529,11.291125
910,Law 7565/1986 - Brazilian Aeronautical Code,assist may consist of simpl inform,None,13.502464,6.9650946
911,Law 7565/1986 - Brazilian Aeronautical Code,the oblig to render assist whenev possibl fall upon aircraft in flight or readi to depart,None,12.580653,7.7444997
912,Law 7565/1986 - Brazilian Aeronautical Code,in the absenc of other resourc the organ of the ministri of aeronaut in charg of coordin search and rescu oper may at it own discret assign ani aircraft in flight or readi to take off a specif mission in these oper,None,10.3382435,10.06331
913,Law 7565/1986 - Brazilian Aeronautical Code,the oblig to provid assist ceas a soon a the oblig parti is awar that it ha been provid by someon el or when it is dismiss by the compet organ of the ministri of aeronaut refer to in the previou articl,None,13.946994,8.978865
914,Law 7565/1986 - Brazilian Aeronautical Code,the command 's failur to provid assist exoner the aircraft 's owner or oper from respons unless they have determin not to provid assist,None,10.9449005,9.080324
915,Law 7565/1986 - Brazilian Aeronautical Code,ani assist or rescu provid with use result will give the right to remuner correspond to the work and effici of the act on the follow base will be consid in first place the success achiev the effort the risk and the merit of those who provid relief the danger experienc by the rescu aircraft it passeng crew and cargo the time spent expens and damag incur take into account the special situat of the assist secondli the valu of the thing recov,None,8.55987,11.574493
916,Law 7565/1986 - Brazilian Aeronautical Code,there will be no remuner if help is refus or lack use result when the rescu is provid by public aircraft,None,10.184082,10.788081
917,Law 7565/1986 - Brazilian Aeronautical Code,the owner or shipown of the ship retain the right to take advantag of the abandon or of the limit of liabil fix by the law and convent in forc,None,10.708635,10.490922
918,Law 7565/1986 - Brazilian Aeronautical Code,anyon who through imprud neglig or transgress caus unnecessari movement of search and rescu resourc will be oblig to indemnifi the union for the expens result from thi movement even if there ha been no danger to life or call for help,None,10.525182,10.717838
919,Law 7565/1986 - Brazilian Aeronautical Code,when voluntari assist is render the person who provid it will onli be entitl to compens if he obtain a use result save peopl or help to save them,None,10.603087,10.672384
920,Law 7565/1986 - Brazilian Aeronautical Code,the owner or oper is respons for indemnifi anyon who provid assist to a passeng or crew member in hi aircraft,None,14.779761,7.5214176
921,Law 7565/1986 - Brazilian Aeronautical Code,if the rescu is provid by sever aircraft boat vehicl or peopl involv sever parti the remuner will be fix jointli by the judg and distribut accord to the criterion establish in thi articl the interest parti must assert their right to compens within six month count from the day of the relief,None,11.01085,11.275502
922,Law 7565/1986 - Brazilian Aeronautical Code,onc the term ha elaps apportion will take place,None,13.259517,7.081554
923,Law 7565/1986 - Brazilian Aeronautical Code,the interest parti who let the term establish in paragraph elaps without assert their right or notifi the oblig parti can onli exercis them over the amount that have not been distribut,None,10.899129,11.261682
924,Law 7565/1986 - Brazilian Aeronautical Code,the remuner will not exceed the valu of the recov good at the end of the salvag oper,None,13.484803,8.294293
925,Law 7565/1986 - Brazilian Aeronautical Code,the payment of remuner will be mandatori for anyon use an aircraft without the consent of it owner or oper sole paragraph if the neglig of the owner or exploit is proven they will be jointli liabl for the compens,None,10.577876,11.027789
926,Law 7565/1986 - Brazilian Aeronautical Code,remuner may be reduc or withdrawn if it is proven that the plaintiff have will or neglig contribut to aggrav the situat of person or properti to be rescu if they are proven to have stolen or becom accomplic in theft loss or fraudul act,None,10.8559885,10.849297
927,Law 7565/1986 - Brazilian Aeronautical Code,the owner or oper of the aircraft that provid rescu may retain the cargo until the correspond share of the assist or rescu remuner is paid by mean of an understand with the owner of the aircraft or with the insur compani,None,10.475124,11.049361
928,Law 7565/1986 - Brazilian Aeronautical Code,it is up to the aeronaut author to promot flight safeti and to establish minimum safeti standard concern design materi workmanship construct and perform of aircraft engin propel and other aeronaut compon and relat to inspect mainten at all level repair and oper of aircraft engin propel and other aeronaut compon,None,12.933568,8.449777
929,Law 7565/1986 - Brazilian Aeronautical Code,the minimum standard will be establish in brazilian aeronaut homolog regul to be in forc a of their public,None,13.117641,9.108497
930,Law 7565/1986 - Brazilian Aeronautical Code,the standard may vari accord to the type or destin of the aeronaut product,None,13.025108,7.7932124
931,Law 7565/1986 - Brazilian Aeronautical Code,onli aircraft engin propel and other aeronaut compon that meet the standard and requir set forth in the regul refer to in art of thi code can be use with the except of oper with a special airworthi certif the aeronaut author may except allow the use of compon not yet approv provid flight safeti is not compromis,None,9.709813,10.655172
932,Law 7565/1986 - Brazilian Aeronautical Code,it is up to the civil aviat author to regul the requir the condit and the proof necessari for the issuanc of the special airworthi certif,None,11.861106,9.605506
933,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut author will issu a type approv certif for aircraft engin propel and other aeronaut product that meet the demand and requir of the regul ani interest person can request the certif mention in thi articl observ the regulatori procedur,None,12.873548,8.941072
934,Law 7565/1986 - Brazilian Aeronautical Code,the issu of an aircraft type approv certif is indispens to obtain the airworthi certif except for the special airworthi certif,None,12.995331,7.4161625
935,Law 7565/1986 - Brazilian Aeronautical Code,the provis of thi articl appli to import aeronaut product under the term establish by the civil aviat author,None,12.617118,8.467954
936,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut author will issu certif of approv for compani manufactur aeronaut product provid that the respect manufactur and control system ensur that everi manufactur unit will meet the approv project ani person interest in manufactur an aeronaut product of a type alreadi certifi must appli for a compani approv certif a per the respect regul,None,12.833305,9.200817
937,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut author will issu certif of approv to compani destin to the execut of servic of revis repair and mainten of aircraft engin propel and other aeronaut product ani mainten workshop for aeronaut product must have the certif mention in thi articl accord to the regulatori procedur,None,13.07257,8.285203
938,Law 7565/1986 - Brazilian Aeronautical Code,everi aircraft oper must perform or have perform mainten on aircraft engin propel and other compon in order to preserv the safeti condit of the approv project,None,12.924194,8.492815
939,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut author will cancel the airworthi certif if it find lack of mainten,None,12.926219,8.228235
940,Law 7565/1986 - Brazilian Aeronautical Code,the homolog certif provid in thi section may be amend modifi suspend or revok whenev flight safeti or public interest so requir sole paragraph except in case of emerg the interest parti will be notifi to remedi ani irregular detect within the period assign to him,None,11.698467,10.249431
941,Law 7565/1986 - Brazilian Aeronautical Code,the brazilian aeronaut regist is public uniqu and central and ha the follow attribut i to issu registr airworthi and nation certif for aircraft subject to brazilian law ii recogn the acquisit of dominium in the transfer by act between live person and of the real right of enjoy and guarante when it is a matter regul by thi code iii ensur the authent inalter and conserv of regist and archiv document iv to proceed to the annot of aeronaut use and practic that are not contrari to the law and public order a well a to the gener registr a set forth in the regul of the civil aviat author v proceed to aircraft registr on the occas of the first registr in the countri,None,9.146212,11.658179
942,Law 7565/1986 - Brazilian Aeronautical Code,the registr confer brazilian nation to the aircraft and replac the previou registr without prejudic to ani legal act perform,None,12.723394,8.11655
943,Law 7565/1986 - Brazilian Aeronautical Code,the brazilian aeronaut regist will be regul by the civil aviat author which will disciplin it oper requir and procedur,None,13.360832,8.24547
944,Law 7565/1986 - Brazilian Aeronautical Code,the servic relat to registr occur at the request of the applic through present of the requir document and payment of the correspond fee under the term set forth in regul issu by the civil aviat author,None,10.1798315,11.654081
945,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut accid investig and prevent system is respons for plan guid coordin control and execut the aeronaut accid investig and prevent activ,None,13.139669,7.6103315
946,Law 7565/1986 - Brazilian Aeronautical Code,the investig of ani other accid relat to aeronaut infrastructur a long a they do not involv aircraft is not includ in the proper attribut of the aeronaut accid investig commiss,None,12.856829,8.086374
947,Law 7565/1986 - Brazilian Aeronautical Code,the investig of aeronaut accid and incid ha a it sole object the prevent of other accid and incid through the identif of factor that have contribut directli or indirectli to the occurr and the issuanc of oper safeti recommend sole paragraph at ani stage of the investig oper safeti recommend may be issu,None,12.654933,9.139518
948,Law 7565/1986 - Brazilian Aeronautical Code,the prevent of aeronaut accid is the respons of all peopl natur or jurid involv with the manufactur mainten oper and circul of aircraft a well a with the support activ of the aeronaut infrastructur in the brazilian territori,None,13.147108,7.931756
949,Law 7565/1986 - Brazilian Aeronautical Code,ani person who ha knowledg of ani aviat accid or of the exist of aircraft remain or debri ha the duti to report it to the nearest public author and by the quickest mean possibl sole paragraph the public author that ha knowledg of the fact or interven in it will immedi commun it under penalti of respons for neglig to the closest aeronaut author to the accid,None,10.995682,10.317106
950,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut accid investig and prevent system sipaer shall encompass practic techniqu process procedur and method employ for the identif of act condit or circumst that individu or jointli repres risk to the integr of peopl aircraft and other asset sole for the benefit of prevent aeronaut accid aeronaut incid and ground occurr,None,11.952156,9.31333
951,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig shall consid known fact hypothes and preced in identifi possibl contribut factor to the occurr or worsen of the consequ of aircraft accid aircraft incid and ground occurr,None,12.872944,7.636911
952,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig author may decid not to proceed with the sipaer investig or to interrupt it if alreadi in progress in case in which malici misconduct relat to the causal of the accid is found and in which the investig doe not benefit the prevent of new aeronaut accid or incid without prejudic to the commun to the compet polic author,None,11.646456,10.364937
953,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig of a given accid aeronaut incid or ground occurr shall be develop independ from ani other investig on the same event be forbidden the particip in them of ani person who is particip or ha particip in the first one,None,10.750475,10.400109
954,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig shall not prevent the open or supplant the need for other investig includ for prevent purpos and due to it purpos of preserv human live through the safeti of air transport it shall take preced over concomit procedur or not of other investig regard access and safekeep of item of interest to the investig,None,9.710445,11.078446
955,Law 7565/1986 - Brazilian Aeronautical Code,if in the cours of a sipaer investig evid of a crime is found whether or not relat to the accid chain of event the compet polic author shall be inform,None,11.730681,10.326807
956,Law 7565/1986 - Brazilian Aeronautical Code,upon request of the polic or judici author the sipaer investig author will make expert avail for the necessari examin to the dilig on the aeronaut accid with civil aircraft provid that i there is no train technician or appropri equip for the requir examin within the request bodi 's staff ii the request author specifi the examin to be perform iii there is within the staff of the sipaer investig author a train technician and appropri equip for the requir examin iv the request entiti bear all expens result from the request personnel made avail by the sipaer investig author may not have particip in the sipaer investig of the same accid,None,9.773181,10.237848
957,Law 7565/1986 - Brazilian Aeronautical Code,the investig of an accid with an arm forc aircraft shall be conduct by the respect militari command and in the case of foreign militari aircraft by the aeronaut command or a per agreement in effect,None,10.8932085,8.505542
958,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig of civil aircraft accid shall be conduct by the sipaer investig author which shall decid on the composit of the sipaer investig commiss whose presid shall be held by a qualifi profession with a valid sipaer credenti,None,12.479681,8.273353
959,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig author will request from the compet agenc and entiti with preced over other request the report examin record includ autopsi and copi of other document of interest to the sipaer investig,None,12.847291,9.181476
960,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig commiss within the limit establish by the sipaer investig author will be ensur access to the crash aircraft it wreckag and the thing it carri a well a premis equip document and ani other element necessari for the investig where they are locat,None,10.263367,10.466586
961,Law 7565/1986 - Brazilian Aeronautical Code,the respons for non-compli with the provis of paragraph and of thi articl will be verifi through an administr disciplinari proceed if no crime result from the fact,None,11.480854,10.502275
962,Law 7565/1986 - Brazilian Aeronautical Code,in urgent case search and seizur will be applic by mean of the union 's judici represent bodi and law of januari code of civil procedur will appli,None,12.22657,8.396444
963,Law 7565/1986 - Brazilian Aeronautical Code,in case of aeronaut accid aeronaut incid or ground occurr with civil aircraft the sipaer investig author will have prioriti in board brazilian civil aircraft employ in public air transport,None,10.88958,8.314043
964,Law 7565/1986 - Brazilian Aeronautical Code,in order to speed up the sipaer investig the prioriti provid in § of thi articl will be exercis upon present of a credenti issu by the sipaer investig author at the departur airport to the repres of the request compani,None,11.472969,9.395185
965,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer investig of an aircraft accid shall be conclud with the issuanc of the final report a document that repres the pronounc of the sipaer investig author on the possibl contribut factor of a given aircraft accid and present recommend sole for the benefit of the oper safeti of the aviat activ sole paragraph the final report of an arm forc aircraft accid shall be approv by the command of the respect militari command,None,10.438716,10.294769
966,Law 7565/1986 - Brazilian Aeronautical Code,sipaer sourc are record of commun between air traffic control agenc and their transcript ii record of cockpit convers and their transcript iii data from voluntari occurr report system iv record of commun between the aircraft and air traffic control agenc and their transcript v record of flight data and the chart and paramet extract or transcrib from them or extract and transcrib vi data from automat and manual data collect system and vii other record use in sipaer activ includ those of investig,None,12.105022,10.810673
967,Law 7565/1986 - Brazilian Aeronautical Code,in benefit of the sipaer investig the sipaer investig author will have preced in the access and custodi of the sourc cite in the caput,None,12.944295,7.6240597
968,Law 7565/1986 - Brazilian Aeronautical Code,the sourc of inform mention in item iii of the caput and the analys and conclus of the sipaer investig will not be use for evidentiari purpos in legal proceed and administr procedur and will onli be provid upon judici request in complianc with art 88-k of thi law,None,11.960879,9.596537
969,Law 7565/1986 - Brazilian Aeronautical Code,all inform provid for the benefit of sipaer investig and other activ relat to sipaer will be spontan and base on the legal guarante of it exclus use for prevent purpos,None,11.453006,9.928602
970,Law 7565/1986 - Brazilian Aeronautical Code,except for the benefit of sipaer investig and other prevent activ the sipaer profession will be forbidden to reveal hi sourc and respect content and the provis of art of decree-law 3.689 of octob code of crimin procedur and of art of law 5.869 of januari code of civil procedur will appli to him,None,11.920082,9.050609
971,Law 7565/1986 - Brazilian Aeronautical Code,sipaer sourc and inform that are allow to be use in investig or in judici or administr proceed will be protect by procedur secreci,None,11.693872,9.929456
972,Law 7565/1986 - Brazilian Aeronautical Code,for the use of sipaer sourc a evid in the case permit by thi law the judg shall decid after hear the judici repres of the sipaer author who shall pronounc within seventy-two hour,None,11.7481985,9.829666
973,Law 7565/1986 - Brazilian Aeronautical Code,the sipaer author or to whom it deleg may decid on the conveni of disclos without prejudic to accid prevent and legal provis inform concern ongo sipaer investig and the respect sipaer sourc,None,13.241173,7.4840965
974,Law 7565/1986 - Brazilian Aeronautical Code,the civil aircraft involv in an accid aeronaut incid or ground occurr may be interdict by the sipaer investig author observ that the interdict notic shall be sign by the sipaer investig author and if possibl by the aircraft oper or it repres upon author from the sipaer investig author the interdict aircraft may oper for mainten purpos and the oper will remain respons for the fulfil of ani oblig on the aircraft,None,11.265333,9.479418
975,Law 7565/1986 - Brazilian Aeronautical Code,except for the purpos of save live preserv the safeti of peopl or preserv evid no crash aircraft it wreckag or thing that were carri by it may be search or remov except with the author of the sipaer investig author which shall hold custodi of the item of interest to the investig until their releas under the term of thi law,None,9.12349,11.373839
976,Law 7565/1986 - Brazilian Aeronautical Code,the compet polic author shall isol and preserv the site of the air crash or incid includ the crash aircraft and it wreckag for the collect of evid until the releas of the aircraft or wreckag by both the aeronaut author and ani crimin forens agent respons for the respect investig,None,10.98043,9.655364
977,Law 7565/1986 - Brazilian Aeronautical Code,in coordin with the sipaer investig author other agenc includ the civil aviat author and the judici polic shall be guarante access to the crash aircraft it wreckag or to thing that were transport by it and the handl or retent of ani object of the accid may onli take place with the consent of the sipaer investig author,None,10.42124,10.350059
978,Law 7565/1986 - Brazilian Aeronautical Code,the duti to remov aircraft involv in an accid wreckag and good transport in ani part shall be that of the aircraft oper who shall bear the result expens,None,10.783326,10.014836
979,Law 7565/1986 - Brazilian Aeronautical Code,in public aerodrom if the oper doe not time arrang for the remov of the aircraft or it debri the aerodrom administr will be respons for do so and the oper will be liabl for the compens of the expens,None,11.396871,9.960457
980,Law 7565/1986 - Brazilian Aeronautical Code,aim at the protect of the environ safeti health and the preserv of public and privat properti the oper of the crash aircraft shall provid and pay for the clean of the site properti and wreckag when due to their locat or condit they can not be remov,None,9.867352,10.181365
981,Law 7565/1986 - Brazilian Aeronautical Code,the sale of wreck part piec compon and engin will be prohibit befor they have been clear by the sipaer investig author and if ani by the person in charg of the polic investig after observ the other legal and regulatori requir,None,11.19554,10.464193
982,Law 7565/1986 - Brazilian Aeronautical Code,those interest in the custodi of debri shall qualifi befor the sipaer investig author from the begin of the sipaer investig until nineti day after it conclus by mean of an applic to the judg of the case who shall judg on it appropri and interest,None,11.626609,10.37572
983,Law 7565/1986 - Brazilian Aeronautical Code,in case more than one interest parti qualifi in the form of the caput the wreckag will be forward to the one who qualifi first and all qualifi judg will be notifi of the custodi decis by mean of offici commun from the sipaer investig author,None,10.990034,10.708078
984,Law 7565/1986 - Brazilian Aeronautical Code,the wreckag transport cost will be born by the interest parti who must provid the transport within nineti day after grant custodi and if thi period is exceed the next interest parti in order of prefer will be call,None,10.597511,11.915033
985,Law 7565/1986 - Brazilian Aeronautical Code,if the qualifi interest parti are exhaust and do not remov the wreckag within the period provid in § or if there is no qualifi interest parti the owner of the crash aircraft regist in the brazilian aeronaut registri will be notifi by mean of a letter with return receipt to proceed within nineti day of notif to remov the wreckag,None,10.524589,11.3927555
986,Law 7565/1986 - Brazilian Aeronautical Code,if the owner is not found or if the letter with return receipt is refus or if it is return without the signatur of the notifi person or hi legal repres the sipaer investig author will publish a notic in the offici press and on the agenc 's offici websit on the world wide web establish a period of nineti day for the owner to remov the debri at hi own expens and respons,None,9.167052,11.9183655
987,Law 7565/1986 - Brazilian Aeronautical Code,onc the deadlin for the remov of the debri by the owner have been exhaust pursuant to §§ to the item may be use for instruct or destroy by the sipaer investig author and in the latter case the wast may be dispos of a scrap,None,11.712363,9.679893
988,Law 7565/1986 - Brazilian Aeronautical Code,for the ass of complianc with the term for express of interest and the order of prefer the date of entri of the judici request in the protocol of the sipaer investig author will be consid,None,11.107011,11.610476
989,Law 7565/1986 - Brazilian Aeronautical Code,whenev the airport emerg servic are call for help the cost of the result expens will be indemnifi by the oper of the rescu aircraft,None,10.8094015,9.731237
990,Law 7565/1986 - Brazilian Aeronautical Code,the correspond carri by crash aircraft must be deliv a soon a possibl to the entiti respons for the postal servic which will make the appropri commun to the nearest custom author in the case of intern postal consign,None,10.806912,9.724298
991,Law 7565/1986 - Brazilian Aeronautical Code,the air transport facilit system link to the ministri of aeronaut ha the object of studi the pertin norm and recommend of the intern civil aviat organ icao and propos to the interest bodi the appropri measur to implement them in the countri evalu the result and suggest the necessari chang for the improv of air servic,None,12.046037,9.021822
992,Law 7565/1986 - Brazilian Aeronautical Code,"the execut branch shall institut and regul a commiss with the follow object i to advis the government bodi rel to the secur polici and criterion and ii promot coordin between a the passeng control servic b the airport administr includ by law no 14,047 of c polic d the air transport compani and e the auxiliari servic compani",None,12.132748,7.589217
993,Law 7565/1986 - Brazilian Aeronautical Code,it is also up to the commiss mention in the caput of thi articl to propos guidelin to prevent and confront threat and act against civil aviat and relat facil,None,11.65103,9.91539
994,Law 7565/1986 - Brazilian Aeronautical Code,the execut branch will regul the civil air transport coordin system bodi in order to i propos measur aim at a ensur the harmoni develop of air transport in the context of specif technic and economic-financi program b to monitor and supervis the execut of these program ii appreci under the technical-aeronaut and economic-financi aspect the request for import and export of civil aircraft and propos instruct for the incent of the nation industri of aerospac natur,None,11.185211,9.236085
995,Law 7565/1986 - Brazilian Aeronautical Code,an aeroclub is ani civil societi with it own asset and administr with local and region servic whose main object are the teach and practic of civil aviat tourism and sport in all it modal and may carri out emerg mission or mission of notori interest to the commun,None,10.215236,10.12315
996,Law 7565/1986 - Brazilian Aeronautical Code,the air servic provid by aeroclub includ the activ of i teach and train of flight personnel ii educ and train of aeronaut infrastructur personnel iii recreat and sport,None,13.135177,6.784093
997,Law 7565/1986 - Brazilian Aeronautical Code,the aeroclub and other similar entiti onc author to oper are consid of public util,None,13.497889,6.9164453
998,Law 7565/1986 - Brazilian Aeronautical Code,the format and train of civil aviat personnel will obey the regul edit by the aeronaut author,None,12.767986,8.043454
999,Law 7565/1986 - Brazilian Aeronautical Code,the program of educ develop and train of civilian personnel link to aeronaut infrastructur includ the train improv and special of technician for all element indispens immedi or mediat to air navig includ the manufactur overhaul and mainten of aeronaut product or relat to the protect of the omiss of the offici gazett the aeronaut author is respons for issu licens or certif to air traffic control and other profession from the variou sector of activ relat to air navig and aeronaut infrastructur,None,11.057357,9.165224
1000,Law 7565/1986 - Brazilian Aeronautical Code,the aeronaut industri consist of compani that manufactur overhaul repair and maintain aeronaut product or product relat to flight protect depend on registr and homolog articl to,None,12.964489,8.3573885
1001,Law 7565/1986 - Brazilian Aeronautical Code,auxiliari servic relat to air navig or aeronaut infrastructur will be those defin a follow by the aeronaut author,None,13.05969,7.951105
1002,Law 7565/1986 - Brazilian Aeronautical Code,the custom control servic at intern airport will be execut in accord with specif law,None,10.927596,8.166202
1003,Law 7565/1986 - Brazilian Aeronautical Code,all ground equip and servic use to serv aircraft passeng baggag and cargo are the respons of the carrier or autonom auxiliari servic provid,None,12.577805,7.144754
