,Text,Label_Text,Name,Score,Label
826,"To demonstrate the legal qualification and tax compliance, the following documents must be presented: (i) request form signed by the legal representative of the firm; (ii) completed registration form signed by the legal representative of the firm; (iii) proof of enrolment on the National Register of Legal Entities (CNPJ); (iv) firms’s bylaws comprising aviation fuel distribution activities; (v) certificate issued by the Board of Trade, with all amendments to the articles of incorporation of the firm; and (vi) certificate of registration (CRC) on the Unified Enrolment System of Suppliers (SICAF).",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ‚äúnatur monopoly‚äù. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.06295456,A3
827,"To demonstrate the legal qualification and tax compliance, the following documents must be presented: (i) request form signed by the legal representative of the firm; (ii) completed registration form signed by the legal representative of the firm; (iii) proof of enrolment on the National Register of Legal Entities (CNPJ); (iv) firms’s bylaws comprising aviation fuel distribution activities; (v) certificate issued by the Board of Trade, with all amendments to the articles of incorporation of the firm; and (vi) certificate of registration (CRC) on the Unified Enrolment System of Suppliers (SICAF).",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,-0.039958116,A3
828,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ‚äúnew‚äù product reform risk roll back due consum complaint compani take advantag,D3,-0.043502986,None
829,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,-0.033655643,None
830,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,-0.059205484,None
831,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,-0.04333109,None
832,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors‚äô co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers‚äô product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,-0.034484968,None
833,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ‚äúself-regulation‚äù use howev govern provid legisl back rule develop least partli industry/profession associ term ‚äúco-regulation‚äù use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,-0.08135043,None
834,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,-0.028781038,None
835,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,-0.052384224,None
836,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,-0.053286836,None
837,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul restrict supplier 's abil advertis market good servic often exist limit fals mislead advertis sometim restrict intend reduc advertis product servic deem social neg valu subject excess consumpt at time advertis certain vulner group child may restrict restrict natur circumscrib ensur overli broad signific social benefit in mani case howev advertis market restrict broad unduli restrict competit restrict advertis market like particularli oner potenti entrant restrict entrant‚äô abil inform potenti custom presenc market natur qualiti good servic abl offer,B2,-0.06548748,None
838,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ‚äúunfair‚äù competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,-0.08800115,None
839,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,-0.031554773,None
840,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ‚äútemporary‚äù protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,-0.080722585,None
841,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,-0.05858855,None
842,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,-0.09174259,None
843,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ‚äúfit-and-proper‚äù test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,-0.07084162,None
844,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ‚äúnatur monopoly‚äù. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.07753357,None
845,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,-0.047685396,None
846,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ‚äúnew‚äù product reform risk roll back due consum complaint compani take advantag,D3,-0.0046977997,C2
847,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,-0.0025006197,C2
848,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,-0.02124288,C2
849,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,-0.011709943,C2
850,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors‚äô co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers‚äô product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,9.1567636e-05,C2
851,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ‚äúself-regulation‚äù use howev govern provid legisl back rule develop least partli industry/profession associ term ‚äúco-regulation‚äù use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,-0.03526746,C2
852,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,0.0027060267,C2
853,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,-0.016994787,C2
854,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,-0.021110531,C2
855,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul restrict supplier 's abil advertis market good servic often exist limit fals mislead advertis sometim restrict intend reduc advertis product servic deem social neg valu subject excess consumpt at time advertis certain vulner group child may restrict restrict natur circumscrib ensur overli broad signific social benefit in mani case howev advertis market restrict broad unduli restrict competit restrict advertis market like particularli oner potenti entrant restrict entrant‚äô abil inform potenti custom presenc market natur qualiti good servic abl offer,B2,-0.017639138,C2
856,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ‚äúunfair‚äù competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,-0.051717896,C2
857,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,0.013898363,C2
858,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ‚äútemporary‚äù protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,-0.04318551,C2
859,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,-0.022760749,C2
860,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,-0.0447449,C2
861,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ‚äúfit-and-proper‚äù test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,-0.029278208,C2
862,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ‚äúnatur monopoly‚äù. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.031552594,C2
863,"The port authority shall publish port tariff tables on its website within ten days of its approval by ANTAQ with a detailed description of the port service, infrastructure and equipment placed at disposal and destined for port operations. ",limit number supplier lead risk market power creat competit rivalri reduc when number supplier declin possibl diminish competit collus among remain supplier increas abil individu supplier rais price increas the result declin rivalri reduc incent meet consum demand effect reduc innov long-term econom effici while may sound reason polici maker limit number rang supplier benefit entri limit need care balanc fact ea entri new supplier help prevent exist supplier exercis market power collud,A,-0.012241522,C2
864,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",when govern deregul introduc market previous exist consum ask choos product may never purchas one exampl may occur consum purchas electr when consum abl select supplier new market difficult evalu offer distinguish good compani bad one when inform lack ‚äúnew‚äù product reform risk roll back due consum complaint compani take advantag,D3,-0.007432509,B1
865,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul make consum le will switch supplier affect `` switch cost `` explicit implicit cost born consum chang one supplier anoth switch cost may aris variou reason includ long contract term tie assest supplier way make switch inconveni tie phone number given servic provid when consum face high switch cost supplier charg higher price good servic sometim promot polici ensur high switch cost,D2,-0.0041303467,B1
866,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul sometim limit choic avail consum for exampl regul may restrict custom utilis medic servic local such regul could limit qualiti care prevent consum would prefer go afield exampl clinic shorter wait list better reput place limit consum choic harm design supplier le incent deliv product desir qualiti price,D1,-0.032709386,B1
867,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",in mani countri particular supplier econom sector benefit exempt gener competit law subject sector-specif competit law in case restrict anti- competit conduct exist where substanti derog gener applic competit law exist clear risk cartel price abus anti-competit merger,C3,-0.010861502,B1
868,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul requir market particip publish inform price output level significantli contribut format cartel key requir cartel oper particip effect monitor competitors‚äô co-conspir market behaviour cartel tacit co-ordin like aris fewer particip market entri barrier high suppliers‚äô product rel homogen inform avail soon price output chang occur regul may adopt requir public inform price output level improv consum inform sometim improv effici market howev cartel format like requir like net neg impact other option exist requir publish collect data,C2,-0.0058936826,B1
869,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",when industri profession associ take full respons regul conduct member without govern legisl back often urg govern term ‚äúself-regulation‚äù use howev govern provid legisl back rule develop least partli industry/profession associ term ‚äúco-regulation‚äù use self-regulatori co-regulatori structur yield substanti benefit ensur technic standard appropri standard advanc technolog howev structur signific anti-competit impact in particular industry/profession associ often adopt rule reduc incent opportun vigor competit supplier good servic advertis restrict rule prevent discount in addit unduli strict qualif requir may reduc market entri,C1,-0.04805763,B1
870,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul affect supplier behaviour chang abil compet also chang incent act vigor rival the main reason supplier may compet le vigor due regul may facilit co-ordin reduc willing abil incent custom switch differ supplier other reason includ profit market share limit restrict potenti reward compet cartel-lik behaviour may readili gener self-regulatori co-regulatori regim increas share supplier output price inform exclud industri sector reach competit law cartel harm restrict output rais price make consum wors the risk cartel activ must balanc potenti benefit self-regul quicker certif new technolog,C,0.0029976957,B1
871,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",at time regul effect rais cost supplier rel other one sourc cost asymmetri due regul unnecessarili requir use one technolog product anoth anoth sourc grandfath claus exempt current supplier regul appli new entrant subsidi preferenti financ state-own prefer enterpris also sourc imposit regul design tradit supplier digit technolog power busi may increas cost such arrang substanti potenti distort competit relat within industri influenc cost supplier greater extent other thi creat ineffici imped entri reduc corporate- led innov lower intens competit pressur market while creat cost differenti harm mean regul alway seek uniform supplier cost regul requir registr practic particular profess includ grandfath claus allow extens experi within profess regist even train qualif necessari new applic regist in relat product technolog grandfath claus often implement ensur adequ time exist amortis sunk cost previou invest car,B4,-0.026882447,B1
872,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul set standard often provid benefit consum help promot new type product ensur new product differ supplier compat but standard set also provid undu advantag supplier other one common exampl environment regul limit allow emiss mildli toxic substanc while limit emiss often appropri protect public health regul design way unfairli advantag small number supplier instanc requir particular technolog set unduli strict standard difficult imposs le well- resourc produc meet anoth exampl standard-set asignific anti-competit impact minimum qualiti standard set particular product type there often sound object underli standard-set consum protect risk associ use product howev consum prefer lower cost increas safeti need standard le clear consum welfar reduc standard consum prevent buy cheaper lower qualiti good might prefer even fulli inform associ risk,B3,-0.022665948,B1
873,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul restrict supplier 's abil advertis market good servic often exist limit fals mislead advertis sometim restrict intend reduc advertis product servic deem social neg valu subject excess consumpt at time advertis certain vulner group child may restrict restrict natur circumscrib ensur overli broad signific social benefit in mani case howev advertis market restrict broad unduli restrict competit restrict advertis market like particularli oner potenti entrant restrict entrant‚äô abil inform potenti custom presenc market natur qualiti good servic abl offer,B2,-0.03010435,B1
874,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",govern often regul price tradit monopoli sector util these type price control probabl help consum serv counterweight lack consum altern howev price control also sometim appli situat mani potenti supplier consum when minimum price set low-cost supplier provid better valu consum prevent win market share similarli maximum price set supplier incent innov provid new and/or high-qual product substanti reduc supplier may effect co-ordin price around maximum price minimum price regul sometim respons extrem vigor price competit in case minimum price regul gener seen mean protect small supplier ‚äúunfair‚äù competit the impact price regul merit care evalu result like higher price consum unmet demand maximum price regul frequent introduc necessari corollari entri restrict an altern permit freer entri market,B1,-0.06160134,B1
875,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul affect supplier 's abil compet varieti way includ advertis market restrict standard set product servic qualiti price control good servic these limit reduc intens dimens rivalri yield higher price consum le product varieti,B,0.011284413,B1
876,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul sometim limit flow good servic capit and/or labour across jurisdict boundari often instrument region polici such limit howev artifici reduc geograph area competit provis good servic thi may reduc number supplier potenti allow supplier exercis market power increas price potenti restrict ass follow question is clear link restrict achiev specif polici goal are restrict minimum necessari achiev goal doe reason analysi suggest polici goal achiev mean restrict are restrict limit finit time span explicit regulatori provis there substanti risk ‚äútemporary‚äù protect develop quasi-perman arrang result substanti lobbi supplier benefit restrict,A5,-0.048839774,B1
877,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",regul rais cost entri exit market tend discourag potenti entrant thu reduc number particip market time exampl type regul includ rigor product test requir unnecessarili high educ technic qualif met in case digit economi physic presenc minimum scale inspect rule unduli obstruct entri govern sometim act minimis neg competit impact provis provid target exempt for exampl low-volum car manufactur often exempt aspect vehicl test regul subject le oner test protocol to enabl better inform consum choic altern provid inform product disclosur requir could consid in case regul may requir even though could rais entri cost the focu minimis anti-competit potenti ensur,A4,-0.030428654,B1
878,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",govern limit abil certain supplier particip busi activ for exampl govern requir real estat broker provid government-mand set servic limit prohibit low-cost minimum-servic broker fee-for-servic broker provid servic such restrict often excess unduli restrict number supplier reduc competit supplier result higher price le desir contract term custom,A3,-0.053004153,B1
879,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",licens permit requir oper necessarili restrict entri qualif requir take form minimum standard formal educ and/or experi may includ good charact requir for exampl financ industri particip offici capac compani board level permit so-cal ‚äúfit-and-proper‚äù test often requir in industri potenti entrant sometim requir take test demonstr need addit servic provid case show entri would neg impact exist industri busi in extrem case may fix number license licens permit requir often stricter need consum protect reduc consum choic unnecessarili creat artifici scarciti rais price while licens scheme often well- found consum protect object barrier frequent effect protect incumb produc competit care need taken licens permit requir becom oner necessari achiev desir regulatori object,A2,-0.03963956,B1
880,"The temporary use contract must specify tariffs applicable to the enterprise, based on the tariff table mentioned in the previous article.",grant exclus right produc certain good provid certain servic repres establish privat monopoli histor grant exclus right occur frequent context ‚äúnatur monopoly‚äù. exclus right particularli grant long durat frequent consid mean encourag substanti invest infrastructur might occur without incent guarante market exclus right provid but exclus right sometim use situat natur monopoli justif appli exclus right mani respect ultim entri barrier like yield monopoli price problem associ exercis market power regul alway prevent outcom regul often fail limit success restrict market power protect consum therefor right limit establish care consider price charg durat right altern way achiev object,A1,-0.046363965,B1
