,Law,Text,Category,text_clean,Category_New,A,B,C,Others
872,Law 7565/1986 - Brazilian Aeronautical Code,"An aerodrome is any area destined to landing, take-off and aircraft movement.",None,an aerodrom is ani area destin to land take-off and aircraft movement,None,0.8772164824271174,0.8687297166413279,0.8617813051306853,0.8633903142032406
873,Law 7565/1986 - Brazilian Aeronautical Code,Aerodromes are classified as civil and military. Civil Aerodrome is the one intended for use by civil aircraft.,None,aerodrom are classifi a civil and militari civil aerodrom is the one intend for use by civil aircraft,None,0.8301547493608489,0.8244628983039769,0.822700791295268,0.8120097053479065
874,Law 7565/1986 - Brazilian Aeronautical Code,Military aerodrome is the one intended for the use of military aircraft.,None,militari aerodrom is the one intend for the use of militari aircraft,None,0.7126225223701518,0.707427997615184,0.695714840618586,0.7031034183917622
875,Law 7565/1986 - Brazilian Aeronautical Code,"Civil airfields may be used by military aircraft, and military airfields by civil aircraft, in compliance with the prescriptions established by the aeronautical authority.",None,civil airfield may be use by militari aircraft and militari airfield by civil aircraft in complianc with the prescript establish by the aeronaut author,None,0.7719511401386758,0.7649902368447958,0.7581204477888723,0.7554684762367929
876,Law 7565/1986 - Brazilian Aeronautical Code,Civilian aerodromes are classified as public or private.,None,civilian aerodrom are classifi a public or privat,None,0.7488116080567733,0.7417756919103864,0.7465919884944692,0.7250095298565933
877,Law 7565/1986 - Brazilian Aeronautical Code,The use of civil aerodromes must obey the regulatory forecasts established by the aeronautical authority.,None,the use of civil aerodrom must obey the regulatori forecast establish by the aeronaut author,None,0.84189275060197,0.8368965902962335,0.8459587427892235,0.8270826789116166
878,Law 7565/1986 - Brazilian Aeronautical Code,"Private aerodromes can only be used with the permission of their owner, and commercial exploitation is forbidden.",None,privat aerodrom can onli be use with the permiss of their owner and commerci exploit is forbidden,None,0.901092084592584,0.8992867813725693,0.8995439385709787,0.8934060305719347
879,Law 7565/1986 - Brazilian Aeronautical Code,The civil aviation authority will regulate the aircraft operations that comprise landing or take-off in areas other than aerodromes.,None,the civil aviat author will regul the aircraft oper that compris land or take-off in area other than aerodrom,None,0.9303871881108823,0.926179864084941,0.9202830930851895,0.9236639026336473
880,Law 7565/1986 - Brazilian Aeronautical Code,"The following are considered: Airports are public airfields, equipped with facilities and installations to support aircraft operations and the embarkation and disembarkation of people and cargo; Helipads are the airfields designated exclusively for helicopters; Heliports are public helipads, equipped with facilities and installations to support helicopter operations and the embarkation and disembarkation of people and cargo.",None,the follow are consid airport are public airfield equip with facil and instal to support aircraft oper and the embark and disembark of peopl and cargo helipad are the airfield design exclus for helicopt heliport are public helipad equip with facil and instal to support helicopt oper and the embark and disembark of peopl and cargo,None,0.7681583155537117,0.7706482366419889,0.7575008985710344,0.7667478220575716
881,Law 7565/1986 - Brazilian Aeronautical Code,Airports and heliports will be classified by administrative act that will establish the characteristics of each class. Sole Paragraph. Airports destined for national or foreign aircrafts in the performance of international services will be classified as international airports.,None,airport and heliport will be classifi by administr act that will establish the characterist of each class sole paragraph airport destin for nation or foreign aircraft in the perform of intern servic will be classifi a intern airport,None,0.914064719508348,0.9051266424620241,0.9008143426355766,0.9053331097246728
882,Law 7565/1986 - Brazilian Aeronautical Code,"In public airfields that are the headquarters of Military Air Units, the spheres of competence of civil and military authorities, as to the respective administration, will be defined in special regulations.",None,in public airfield that are the headquart of militari air unit the sphere of compet of civil and militari author a to the respect administr will be defin in special regul,None,0.8706152190985765,0.8665854650273268,0.859118122283917,0.8491977123276262
883,Law 7565/1986 - Brazilian Aeronautical Code,"Private aerodromes will be built, maintained and operated by their owners, obeying the instructions, norms and plans of the aeronautical authority.",None,privat aerodrom will be built maintain and oper by their owner obey the instruct norm and plan of the aeronaut author,None,0.8605958285322538,0.8577962144965351,0.8581728413394167,0.8522307319538361
884,Law 7565/1986 - Brazilian Aeronautical Code,"Public airfields will be built, maintained and operated: directly, by the Union; by specialized companies of the Indirect Federal Administration or its subsidiaries, linked to the Ministry of Aeronautics; by agreement with the States or Municipalities; by concession or authorization. In order to ensure uniformity of treatment throughout the national territory, the construction, administration and operation are subject to the rules, instructions, coordination and control of the aeronautical authority, except as provided
in art. 36-A.",None,public airfield will be built maintain and oper directli by the union by special compani of the indirect feder administr or it subsidiari link to the ministri of aeronaut by agreement with the state or municip by concess or author in order to ensur uniform of treatment throughout the nation territori the construct administr and oper are subject to the rule instruct coordin and control of the aeronaut author except a provid in art 36-a,None,0.9627759625715271,0.9565419917101046,0.9554816138549121,0.9444518809233389
885,Law 7565/1986 - Brazilian Aeronautical Code,"The Union or the entities of the Indirect Administration referred to in this article, are responsible for establishing the administrative organization of the airports or heliports, explored by them, indicating the person in charge of their administration and operation, establishing their attributions and determining the areas and services that are subordinated to them.",None,the union or the entiti of the indirect administr refer to in thi articl are respons for establish the administr organ of the airport or heliport explor by them indic the person in charg of their administr and oper establish their attribut and determin the area and servic that are subordin to them,None,0.9587590566867046,0.954300289801425,0.9503184078529308,0.9465036455436007
886,Law 7565/1986 - Brazilian Aeronautical Code,"In order to achieve and maintain good operational quality at the airport, the person in charge of administration will coordinate the activities of the public agencies that are required by law to operate there.",None,in order to achiev and maintain good oper qualiti at the airport the person in charg of administr will coordin the activ of the public agenc that are requir by law to oper there,None,0.9648792225433257,0.9597904436600265,0.957856775034619,0.9511781307771576
887,Law 7565/1986 - Brazilian Aeronautical Code,"The public airfields, as long as their specific purpose is maintained by the Union, constitute autonomous universities and assets, independent of the holder of the domain of the real estate where they are located (article 38).",None,the public airfield a long a their specif purpos is maintain by the union constitut autonom univers and asset independ of the holder of the domain of the real estat where they are locat articl,None,0.9268788036980977,0.9237147864002676,0.922468030094439,0.9072163832907849
888,Law 7565/1986 - Brazilian Aeronautical Code,"The civil aviation authority shall issue specific regulations for aerodromes located in the Legal Amazon area, so as to adapt their operations to local conditions, with a view to promoting regional development, social integration, care for isolated communities, access to health care, and support for security operations.",None,the civil aviat author shall issu specif regul for aerodrom locat in the legal amazon area so a to adapt their oper to local condit with a view to promot region develop social integr care for isol commun access to health care and support for secur oper,None,0.9321792637251625,0.934274209229498,0.9290519559530543,0.9240446032720248
889,Law 7565/1986 - Brazilian Aeronautical Code,"Public aerodromes may be used by any aircraft, without distinction of ownership or nationality, against the use charge, except if, for operational or safety reasons, there is a restriction to use by certain types of aircraft or air services.",None,public aerodrom may be use by ani aircraft without distinct of ownership or nation against the use charg except if for oper or safeti reason there is a restrict to use by certain type of aircraft or air servic,None,0.9653391231927124,0.9618807388098864,0.9578522177958483,0.9524172093516019
890,Law 7565/1986 - Brazilian Aeronautical Code,"Airports constitute universalities, equated to federal public goods, as long as their specific destination, although the Union does not own all the properties on which they are located. The States, Municipalities, entities of the Indirect Administration, or private individuals may contribute with real estate or goods for the construction of airports, through the constitution of autonomous assets that will be considered as a universality.",None,airport constitut univers equat to feder public good a long a their specif destin although the union doe not own all the properti on which they are locat the state municip entiti of the indirect administr or privat individu may contribut with real estat or good for the construct of airport through the constitut of autonom asset that will be consid a a univers,None,0.9561769156118443,0.9514871698229945,0.9472813216253833,0.9452779400523411
891,Law 7565/1986 - Brazilian Aeronautical Code,"When the Union deactivates the airport because it becomes unnecessary, the use of the goods referred to in the previous paragraph will be returned to the owner, with the respective accessions.",None,when the union deactiv the airport becaus it becom unnecessari the use of the good refer to in the previou paragraph will be return to the owner with the respect access,None,0.9625597461800932,0.9562950246404305,0.9522284820735964,0.9583508344614096
892,Law 7565/1986 - Brazilian Aeronautical Code,"The airport operator may remove aircraft, equipment and other goods left in the airport areas whenever they restrict the operation, capacity expansion or regular operation of the airport or cause health or environmental risks. The caput also applies to aircraft, equipment and other assets belonging to a bankrupt estate, upon communication to the competent court.",None,the airport oper may remov aircraft equip and other good left in the airport area whenev they restrict the oper capac expans or regular oper of the airport or caus health or environment risk the caput also appli to aircraft equip and other asset belong to a bankrupt estat upon commun to the compet court,None,0.9306093966862068,0.9269513047151658,0.9237686270599368,0.919772038171911
893,Law 7565/1986 - Brazilian Aeronautical Code,"The expenses incurred with the arrangements referred to in this article shall be reimbursed by the owners of the assets and, in case of bankruptcy, shall constitute non-concurrent credits to be paid by the estate.",None,the expens incur with the arrang refer to in thi articl shall be reimburs by the owner of the asset and in case of bankruptci shall constitut non-concurr credit to be paid by the estat,None,0.9234293968108225,0.9182494048546993,0.9201341234183729,0.9160788387743368
894,Law 7565/1986 - Brazilian Aeronautical Code,"Airports comprise areas destined to its own administration; to landing, taking off, maneuvering and parking aircraft; to the attendance and movement of passengers, baggage, and cargo; to air service providers; to the air cargo terminal; to public agencies that, by legal provision, must operate at international airports; to the using public and parking their vehicles; to the auxiliary services of the airport or the using public; to the appropriate airport trade.",None,airport compris area destin to it own administr to land take off maneuv and park aircraft to the attend and movement of passeng baggag and cargo to air servic provid to the air cargo termin to public agenc that by legal provis must oper at intern airport to the use public and park their vehicl to the auxiliari servic of the airport or the use public to the appropri airport trade,None,0.9355018897787106,0.9310957055899607,0.9233039300511832,0.9292018190514686
895,Law 7565/1986 - Brazilian Aeronautical Code,"The properties surrounding aerodromes and air navigation aid facilities are subject to special restrictions. Sole paragraph. The restrictions to which this article refers are relative to the use of properties in terms of buildings, facilities, agricultural crops and objects of a permanent or temporary nature, and anything else that might hinder aircraft
operations or cause interference with the signals of radio navigation aids or hinder the visibility of visual aids.",None,the properti surround aerodrom and air navig aid facil are subject to special restrict sole paragraph the restrict to which thi articl refer are rel to the use of properti in term of build facil agricultur crop and object of a perman or temporari natur and anyth el that might hinder aircraft oper or caus interfer with the signal of radio navig aid or hinder the visibl of visual aid,None,0.9209017123875941,0.9147258418023181,0.9151970724194487,0.9049421203638698
896,Law 7565/1986 - Brazilian Aeronautical Code,"The restrictions referred to in the previous article are those specified by the aeronautical authority, through
approval of the following plans, valid, respectively, for each type of air navigation aid: Basic Airfield Protection Zone Plan; Noise Zoning Plan; Basic Helipoint Protection Zone Plan; Protection Zone Plans and Air Navigation Aids. According to the conveniences and peculiarities of flight protection, Specific Plans may be applied to each aerodrome, observing the prescriptions, where applicable, of the Basic Plans.",None,the restrict refer to in the previou articl are those specifi by the aeronaut author through approv of the follow plan valid respect for each type of air navig aid basic airfield protect zone plan nois zone plan basic helipoint protect zone plan protect zone plan and air navig aid accord to the conveni and peculiar of flight protect specif plan may be appli to each aerodrom observ the prescript where applic of the basic plan,None,0.9366459250953194,0.9334399982853545,0.9275590165942786,0.9224880009172405
897,Law 7565/1986 - Brazilian Aeronautical Code,"The Aerodrome Protection Zone Basic Plan, the Basic Noise Zoning Plan, the Helipads Protection Zone Plan, and the Air Navigation Protection and Aid Zone Plans will be approved by an act of the President of the Republic.",None,the aerodrom protect zone basic plan the basic nois zone plan the helipad protect zone plan and the air navig protect and aid zone plan will be approv by an act of the presid of the republ,None,0.8907601805321886,0.8854638805038666,0.8815631531066319,0.8711025952122544
898,Law 7565/1986 - Brazilian Aeronautical Code,The Specific Aerodrome Protection Zone Plans and Specific Noise Zoning Plans will be approved by act from the Minister of Aeronautics and transmitted to the administrations that must enforce the restrictions.,None,the specif aerodrom protect zone plan and specif nois zone plan will be approv by act from the minist of aeronaut and transmit to the administr that must enforc the restrict,None,0.9210228637054804,0.91376989638319,0.9128655138553812,0.9055061334710928
899,Law 7565/1986 - Brazilian Aeronautical Code,"The Public Administrations must make the zoning of the soil use, in the areas neighboring the airfields, compatible with the special restrictions, included in the Basic and Specific Plans.",None,the public administr must make the zone of the soil use in the area neighbor the airfield compat with the special restrict includ in the basic and specif plan,None,0.9355028313585481,0.9304664217060554,0.922248334986782,0.9191832243906457
900,Law 7565/1986 - Brazilian Aeronautical Code,"The special restrictions established apply to any property, whether private or public.",None,the special restrict establish appli to ani properti whether privat or public,None,0.8846764407831176,0.8726692670361937,0.8758625846680248,0.8683581783899066
901,Law 7565/1986 - Brazilian Aeronautical Code,"The responsibility for the installation, operation and maintenance of the obstacle signaling equipment will be of the owner, holder of the useful domain or possessor of the properties referred to in art. 43.",None,the respons for the instal oper and mainten of the obstacl signal equip will be of the owner holder of the use domain or possessor of the properti refer to in art,None,0.8953674973800224,0.8875560797347581,0.8885080255791169,0.8807558550527813
902,Law 7565/1986 - Brazilian Aeronautical Code,"Non-compliance with the provisions of Paragraph 6 will result in the imposition of a daily fine for violation of the provisions of this Code, pursuant to Art. 289, without prejudice to the installation, maintenance or repair of the signaling equipment by the competent authority, at the offender's expense.",None,non-compli with the provis of paragraph will result in the imposit of a daili fine for violat of the provis of thi code pursuant to art without prejudic to the instal mainten or repair of the signal equip by the compet author at the offend 's expens,None,0.9236265709749856,0.9137259657530318,0.9163911114298151,0.9134862790466509
903,Law 7565/1986 - Brazilian Aeronautical Code,"The aeronautical authority may embargo the work or construction of any nature that is contrary to the Basic or Specific Plans of each airport, or require the elimination of obstacles erected in disagreement with the said plans, subsequent to their publication, at the risk of the offender, who may not claim any compensation.",None,the aeronaut author may embargo the work or construct of ani natur that is contrari to the basic or specif plan of each airport or requir the elimin of obstacl erect in disagr with the said plan subsequ to their public at the risk of the offend who may not claim ani compens,None,0.9629975947158493,0.9582764957025616,0.9542739711081757,0.9565128808879373
904,Law 7565/1986 - Brazilian Aeronautical Code,"When the established restrictions impose demolition of obstacles erected before the publication of the Basic or Specific Plans, the owner will be entitled to compensation.",None,when the establish restrict impos demolit of obstacl erect befor the public of the basic or specif plan the owner will be entitl to compens,None,0.9217339233317636,0.9160209338482286,0.911580264750184,0.9106594804607115
905,Law 7565/1986 - Brazilian Aeronautical Code,"The Flight Protection System aims at the regularity, safety and efficiency of traffic flow in airspace, comprising the following activities: air traffic control; aeronautical telecommunications and air navigation aids; of aeronautical meteorology; of cartography and aeronautical information; search and rescue; of in-flight inspection; of coordination and supervision of specific technical education; of supervising the manufacture, repair, maintenance, and distribution of ground-based air navigation aid equipment.",None,the flight protect system aim at the regular safeti and effici of traffic flow in airspac compris the follow activ air traffic control aeronaut telecommun and air navig aid of aeronaut meteorolog of cartographi and aeronaut inform search and rescu of in-flight inspect of coordin and supervis of specif technic educ of supervis the manufactur repair mainten and distribut of ground-bas air navig aid equip,None,0.8776845936772237,0.8708163535289514,0.8662149052326245,0.862327721779313
906,Law 7565/1986 - Brazilian Aeronautical Code,Aeronautical telecommunications services are classified as aeronautical fixed; aeronautical mobile; of aeronautical radionavigation; aeronautical broadcasting; aeronautical mobile satellite; of aeronautical satellite radio navigation.,None,aeronaut telecommun servic are classifi a aeronaut fix aeronaut mobil of aeronaut radionavig aeronaut broadcast aeronaut mobil satellit of aeronaut satellit radio navig,None,0.541471720666647,0.5427380612746452,0.5505306464139599,0.5461594199913627
907,Law 7565/1986 - Brazilian Aeronautical Code,"The Flight Protection Activities include the coordination of search, assistance and rescue.",None,the flight protect activ includ the coordin of search assist and rescu,None,0.8076618283496336,0.7988809457999357,0.7934332488241369,0.7928127828299256
908,Law 7565/1986 - Brazilian Aeronautical Code,"The captain of an aircraft is obligated to provide assistance to anyone who is in danger of their life at sea, in the air or on land, as long as they can do so without danger to the aircraft, its crew, its passengers or other people.",None,the captain of an aircraft is oblig to provid assist to anyon who is in danger of their life at sea in the air or on land a long a they can do so without danger to the aircraft it crew it passeng or other peopl,None,0.9531538782712554,0.9503820476739886,0.9394502990208973,0.9524495527063529
909,Law 7565/1986 - Brazilian Aeronautical Code,"Every ship's captain, at sea, and any person, on land, are obliged, as long as they can do it without risk to themselves or others, to assist those who are in danger of their lives, as a result of an aircraft crash or damage.",None,everi ship 's captain at sea and ani person on land are oblig a long a they can do it without risk to themselv or other to assist those who are in danger of their live a a result of an aircraft crash or damag,None,0.9591411411486249,0.9570730928121338,0.9474538816805342,0.957956938763012
910,Law 7565/1986 - Brazilian Aeronautical Code,Assistance may consist of simple information.,None,assist may consist of simpl inform,None,0.8131811338914594,0.8108759499947726,0.8117600734195456,0.8064105214998533
911,Law 7565/1986 - Brazilian Aeronautical Code,"The obligation to render assistance, whenever possible, falls upon aircraft in flight or ready to depart.",None,the oblig to render assist whenev possibl fall upon aircraft in flight or readi to depart,None,0.8772235064541407,0.8726830499902376,0.8713567233211359,0.883802512858965
912,Law 7565/1986 - Brazilian Aeronautical Code,"In the absence of other resources, the organ of the Ministry of Aeronautics in charge of coordinating search and rescue operations may, at its own discretion, assign any aircraft, in flight or ready to take off, a specific mission in these operations.",None,in the absenc of other resourc the organ of the ministri of aeronaut in charg of coordin search and rescu oper may at it own discret assign ani aircraft in flight or readi to take off a specif mission in these oper,None,0.9417098002226143,0.9373577629057298,0.9326913470800076,0.937792404250223
913,Law 7565/1986 - Brazilian Aeronautical Code,"The obligation to provide assistance ceases as soon as the obliged party is aware that it has been provided by someone else, or when it is dismissed by the competent organ of the Ministry of Aeronautics referred to in the previous article.",None,the oblig to provid assist ceas a soon a the oblig parti is awar that it ha been provid by someon el or when it is dismiss by the compet organ of the ministri of aeronaut refer to in the previou articl,None,0.8795752463302766,0.866919379084544,0.8728017845162309,0.8692410611665635
914,Law 7565/1986 - Brazilian Aeronautical Code,"The commander's failure to provide assistance exonerates the aircraft's owner or operator from responsibility, unless they have determined not to provide assistance.",None,the command 's failur to provid assist exoner the aircraft 's owner or oper from respons unless they have determin not to provid assist,None,0.9099591375547833,0.9041162547439059,0.9029814573975838,0.9115097659416486
915,Law 7565/1986 - Brazilian Aeronautical Code,"Any assistance or rescue provided with useful results will give the right to remuneration corresponding to the work and efficiency of the act, on the following bases will be considered in first place: the success achieved, the efforts, the risks and the merits of those who provided relief; the danger experienced by the rescued aircraft, its passengers, crew and cargo; the time spent, expenses and damages incurred taking into account the special situation of the assistant. Secondly, the value of the things recovered. ",None,ani assist or rescu provid with use result will give the right to remuner correspond to the work and effici of the act on the follow base will be consid in first place the success achiev the effort the risk and the merit of those who provid relief the danger experienc by the rescu aircraft it passeng crew and cargo the time spent expens and damag incur take into account the special situat of the assist secondli the valu of the thing recov,None,0.9740514300111114,0.9692931572775173,0.9610981445039681,0.9703692866529723
916,Law 7565/1986 - Brazilian Aeronautical Code,There will be no remuneration: if help is refused or lacks useful results; when the rescue is provided by public aircraft.,None,there will be no remuner if help is refus or lack use result when the rescu is provid by public aircraft,None,0.9712630512165996,0.9679636177213325,0.9620913372617864,0.9681836669735748
917,Law 7565/1986 - Brazilian Aeronautical Code,"The owner or shipowner of the ship retains the right to take advantage of the abandonment, or of the limitation of liability fixed by the laws and conventions in force.",None,the owner or shipown of the ship retain the right to take advantag of the abandon or of the limit of liabil fix by the law and convent in forc,None,0.9488170851229794,0.9407814558724612,0.9378848118154504,0.9411564807397167
918,Law 7565/1986 - Brazilian Aeronautical Code,"Anyone who, through imprudence, negligence or transgression, causes unnecessary movement of search and rescue resources will be obliged to indemnify the Union for the expenses resulting from this movement, even if there has been no danger to life or call for help.",None,anyon who through imprud neglig or transgress caus unnecessari movement of search and rescu resourc will be oblig to indemnifi the union for the expens result from thi movement even if there ha been no danger to life or call for help,None,0.9541601640606814,0.9478940291651424,0.9452457421320395,0.9464572757975411
919,Law 7565/1986 - Brazilian Aeronautical Code,"When voluntary assistance is rendered, the person who provided it will only be entitled to compensation if he obtains a useful result, saving people or helping to save them.",None,when voluntari assist is render the person who provid it will onli be entitl to compens if he obtain a use result save peopl or help to save them,None,0.9361902682256051,0.9321980984582383,0.9234634094549913,0.9476567465651903
920,Law 7565/1986 - Brazilian Aeronautical Code,The owner or operator is responsible for indemnifying anyone who provides assistance to a passenger or crew member in his aircraft.,None,the owner or oper is respons for indemnifi anyon who provid assist to a passeng or crew member in hi aircraft,None,0.8437340128626798,0.8412010533527268,0.8429383514089115,0.8468100973102868
921,Law 7565/1986 - Brazilian Aeronautical Code,"If the rescue is provided by several aircraft, boats, vehicles or people involving several parties, the remuneration will be fixed jointly by the judge, and distributed according to the criteria established in this article. The interested parties must assert their rights to compensation within 6 (six) months, counting from the day of the relief.",None,if the rescu is provid by sever aircraft boat vehicl or peopl involv sever parti the remuner will be fix jointli by the judg and distribut accord to the criterion establish in thi articl the interest parti must assert their right to compens within six month count from the day of the relief,None,0.9515549575328962,0.9432590967265102,0.9417931699227744,0.9449785207686512
922,Law 7565/1986 - Brazilian Aeronautical Code,"Once the term has elapsed, apportionment will take place.",None,onc the term ha elaps apportion will take place,None,0.7628048515147056,0.7578274522411244,0.7501897931136986,0.7652042762997224
923,Law 7565/1986 - Brazilian Aeronautical Code,"The interested parties who let the term established in Paragraph 1 elapse without asserting their rights or notifying the obligated parties, can only exercise them over the amounts that have not been distributed.",None,the interest parti who let the term establish in paragraph elaps without assert their right or notifi the oblig parti can onli exercis them over the amount that have not been distribut,None,0.9630023219379525,0.9555419665016658,0.9532299323344063,0.9562709141798644
924,Law 7565/1986 - Brazilian Aeronautical Code,The remuneration will not exceed the value of the recovered goods at the end of the salvage operations.,None,the remuner will not exceed the valu of the recov good at the end of the salvag oper,None,0.9228746459975028,0.9191568678417203,0.9134157805643579,0.9143530051362263
925,Law 7565/1986 - Brazilian Aeronautical Code,"The payment of remuneration will be mandatory for anyone using an aircraft without the consent of its owner or operator. Sole Paragraph. If the negligence of the owner or exploiter is proven, they will be jointly liable for the compensation.",None,the payment of remuner will be mandatori for anyon use an aircraft without the consent of it owner or oper sole paragraph if the neglig of the owner or exploit is proven they will be jointli liabl for the compens,None,0.9509046765076699,0.9413146171376404,0.9433166641570702,0.9446419779442743
926,Law 7565/1986 - Brazilian Aeronautical Code,"Remuneration may be reduced or withdrawn if it is proven that the plaintiffs have willfully or negligently contributed to aggravating the situation of persons or property to be rescued; if they are proven to have stolen or become accomplices in theft, loss or fraudulent acts.",None,remuner may be reduc or withdrawn if it is proven that the plaintiff have will or neglig contribut to aggrav the situat of person or properti to be rescu if they are proven to have stolen or becom accomplic in theft loss or fraudul act,None,0.9416323650088143,0.9367802585997225,0.9363020197739589,0.9408982318880512
927,Law 7565/1986 - Brazilian Aeronautical Code,"The owner or operator of the aircraft that provided rescue may retain the cargo until the corresponding share of the assistance or rescue remuneration is paid, by means of an understanding with the owner of the aircraft or with the insurance company.",None,the owner or oper of the aircraft that provid rescu may retain the cargo until the correspond share of the assist or rescu remuner is paid by mean of an understand with the owner of the aircraft or with the insur compani,None,0.957125930869744,0.9556124522497604,0.9516605407769709,0.9517523453810286
928,Law 7565/1986 - Brazilian Aeronautical Code,"It is up to the aeronautical authority to promote flight safety, and to establish minimum safety standards: concerning design, materials, workmanship, construction and performance of aircraft, engines, propellers and other aeronautical components; and related to inspection, maintenance at all levels, repair and operation of aircraft, engines, propellers and other aeronautical components.",None,it is up to the aeronaut author to promot flight safeti and to establish minimum safeti standard concern design materi workmanship construct and perform of aircraft engin propel and other aeronaut compon and relat to inspect mainten at all level repair and oper of aircraft engin propel and other aeronaut compon,None,0.8932394720154382,0.8975104864697994,0.8837364183280778,0.8901470739827846
929,Law 7565/1986 - Brazilian Aeronautical Code,"The minimum standards will be established in Brazilian Aeronautical Homologation Regulations, to be in force as of their publication.",None,the minimum standard will be establish in brazilian aeronaut homolog regul to be in forc a of their public,None,0.915966029876836,0.9175321604138796,0.9131088795822411,0.9068697431548136
930,Law 7565/1986 - Brazilian Aeronautical Code,The standards may vary according to the type or destination of the aeronautical product.,None,the standard may vari accord to the type or destin of the aeronaut product,None,0.8226826552890927,0.830481135540291,0.8198788975684861,0.8147488726323331
931,Law 7565/1986 - Brazilian Aeronautical Code,"Only aircraft, engines, propellers and other aeronautical components that meet the standards and requirements set forth in the regulations referred to in art. 66 of this Code can be used, with the exception of operations with a special airworthiness certificate. The aeronautical authority may, exceptionally, allow the use of components not yet approved, provided flight safety is not compromised.",None,onli aircraft engin propel and other aeronaut compon that meet the standard and requir set forth in the regul refer to in art of thi code can be use with the except of oper with a special airworthi certif the aeronaut author may except allow the use of compon not yet approv provid flight safeti is not compromis,None,0.9613370797191885,0.9608313222489423,0.9542401945953303,0.9574988455551204
932,Law 7565/1986 - Brazilian Aeronautical Code,"It is up to the civil aviation authority to regulate the requirements, the conditions and the proofs necessary for the issuance of the special airworthiness certificate.",None,it is up to the civil aviat author to regul the requir the condit and the proof necessari for the issuanc of the special airworthi certif,None,0.9441070796811553,0.9381786284038157,0.9333299323515762,0.9335753007673044
933,Law 7565/1986 - Brazilian Aeronautical Code,"The aeronautical authority will issue a type approval certificate for aircraft, engines, propellers and other aeronautical products that meet the demands and requirements of the Regulations. Any interested person can request the certificate mentioned in this article, observing the regulatory procedures.",None,the aeronaut author will issu a type approv certif for aircraft engin propel and other aeronaut product that meet the demand and requir of the regul ani interest person can request the certif mention in thi articl observ the regulatori procedur,None,0.9362959138863554,0.9369980618777372,0.9319149750330287,0.9357059883817535
934,Law 7565/1986 - Brazilian Aeronautical Code,"The issue of an aircraft type approval certificate is indispensable to obtain the airworthiness certificate, except for the special airworthiness certificate.",None,the issu of an aircraft type approv certif is indispens to obtain the airworthi certif except for the special airworthi certif,None,0.9342742614693835,0.9319885458727446,0.9205136693384517,0.921361586345811
935,Law 7565/1986 - Brazilian Aeronautical Code,"The provisions of this article apply to imported aeronautical products, under the terms established by the civil aviation authority.",None,the provis of thi articl appli to import aeronaut product under the term establish by the civil aviat author,None,0.8710736210207651,0.8651723981488183,0.8706068552465593,0.8528164187511685
936,Law 7565/1986 - Brazilian Aeronautical Code,"The aeronautical authority will issue certificates of approval for companies manufacturing aeronautical products, provided that the respective manufacturing and control system ensures that every manufactured unit will meet the approved project. Any person interested in manufacturing an aeronautical product, of a type already certified, must apply for a company approval certificate, as per the respective Regulation.",None,the aeronaut author will issu certif of approv for compani manufactur aeronaut product provid that the respect manufactur and control system ensur that everi manufactur unit will meet the approv project ani person interest in manufactur an aeronaut product of a type alreadi certifi must appli for a compani approv certif a per the respect regul,None,0.9495578083781966,0.948649117484747,0.9466128447487133,0.9396728773485142
937,Law 7565/1986 - Brazilian Aeronautical Code,"The aeronautical authority will issue certificates of approval to companies destined to the execution of services of revision, repair and maintenance of aircraft, engines, propellers and other aeronautical products. Any maintenance workshop for aeronautical products must have the certificate mentioned in this article, according to the regulatory procedure.",None,the aeronaut author will issu certif of approv to compani destin to the execut of servic of revis repair and mainten of aircraft engin propel and other aeronaut product ani mainten workshop for aeronaut product must have the certif mention in thi articl accord to the regulatori procedur,None,0.8770827693839816,0.8734642912924359,0.8667981209254907,0.8764947588357651
938,Law 7565/1986 - Brazilian Aeronautical Code,"Every aircraft operator must perform or have performed maintenance on aircraft, engines, propellers and other components, in order to preserve the safety conditions of the approved project.",None,everi aircraft oper must perform or have perform mainten on aircraft engin propel and other compon in order to preserv the safeti condit of the approv project,None,0.9082445537970418,0.9069044179863621,0.9016329266199177,0.908845607206663
939,Law 7565/1986 - Brazilian Aeronautical Code,The aeronautical authority will cancel the airworthiness certificate if it finds lack of maintenance.,None,the aeronaut author will cancel the airworthi certif if it find lack of mainten,None,0.9242574304860902,0.9170653789982266,0.9101416863887888,0.9298844825411696
940,Law 7565/1986 - Brazilian Aeronautical Code,"The homologation certificates, provided in this Section, may be amended, modified, suspended or revoked whenever flight safety or public interest so require. Sole Paragraph. Except in cases of emergency, the interested party will be notified to remedy any irregularity detected within the period assigned to him.",None,the homolog certif provid in thi section may be amend modifi suspend or revok whenev flight safeti or public interest so requir sole paragraph except in case of emerg the interest parti will be notifi to remedi ani irregular detect within the period assign to him,None,0.9380864112809577,0.928304802324823,0.9287560712835501,0.9296198038742347
