,Law,Text,Category,Category_New,text_clean,A,B,C,Others
1533,Law 7565/1986 - Brazilian Aeronautical Code,"The decisions taken by the Commander, as per articles 167, 168, 169 and 215, sole paragraph, including in case of dumping (article 16, §3), will be registered in the Logbook and, once the trip is concluded, immediately communicated to the aeronautical authority. Single paragraph. If the cargo is subject to customs control, the disposal will be communicated to the closest tax authority.",None,None,the decis taken by the command a per articl and sole paragraph includ in case of dump articl §3 will be regist in the logbook and onc the trip is conclud immedi commun to the aeronaut author singl paragraph if the cargo is subject to custom control the dispos will be commun to the closest tax author,0.5322638444494858,0.5537502334223151,0.5450866555780823,0.5181035690330733
1535,Resolution 192/2011 by National Civil Aviation Agency - Concessions,"Extinct authorizations do not generate a right to reimbursement for the amounts involved in the preparation of projects, studies, surveys or investigations.",None,None,extinct author do not gener a right to reimburs for the amount involv in the prepar of project studi survey or investig,0.5259347621948303,0.5576662445444729,0.5607492510626013,0.541829602585007
1537,Decree 92319/1986 - Foreign air transport companies,"A prior authorisation is also required  for the setting up of agencies, branches or subsidiaries of foreign companies that do not operate flights to Brazil. ",A,A,a prior authoris is also requir for the set up of agenc branch or subsidiari of foreign compani that do not oper flight to brazil,0.5510598587036285,0.5329861694583888,0.5651062850200906,0.4892504269687116
1538,Normative resolution 01/2015 by ANTAQ  - cargo,"y, except for the right to charter at least one vessel of equivalent size, in maritime support navigation and cabotage; or b) the deadweight tonnage of Brazilian type vessels similar property of yours, in long-haul navigation.",A,A,y except for the right to charter at least one vessel of equival size in maritim support navig and cabotag or b the deadweight tonnag of brazilian type vessel similar properti of your in long-haul navig,0.7558701313293879,0.777869824047726,0.7412909543548629,0.7317722875485586
1540,Resolution 1274/2009 by ANTAQ - Inland Navigation,"The price freedom does not apply to a special authorisation. In this case, the Brazilian Shipping Company should follow the price regime established by ANTAQ. ",B,B,the price freedom doe not appli to a special authoris in thi case the brazilian ship compani should follow the price regim establish by antaq,0.7388238442725862,0.7577456865473996,0.7134548803889187,0.7285851054330809
1541,Resolution 1274/2009 by ANTAQ - Inland Navigation,"In this regard, the Brazilian Brazilian company should apply the value set out by the League of Nations.",B,B,in thi regard the brazilian brazilian compani should appli the valu set out by the leagu of nation,0.7324129282030227,0.6936192205574887,0.6893711875113796,0.5988004855244438
1542,Resolution 1274/2009 by ANTAQ - Inland Navigation,"In this case, the Brazilian shipping company should follow the price regime introduced by ANTAQ.",B,B,in thi case the brazilian ship compani should follow the price regim introduc by antaq,0.6313004720176151,0.6632138640421577,0.6144772437159322,0.6495415992931826
1543,Resolution 1274/2009 by ANTAQ - Inland Navigation,"The price freedom does not apply to special authorization in this regard, Brazil's Shipping Company must follow the price regime set by ANTAQ.",B,B,the price freedom doe not appli to special author in thi regard brazil 's ship compani must follow the price regim set by antaq,0.636874972317865,0.6510433129869022,0.6366403518906417,0.6220368431893852
1544,Resolution 1274/2009 by ANTAQ - Inland Navigation,"In this case, the Brazilian company should follow the price regime established by ANTAQ.",B,B,in thi case the brazilian compani should follow the price regim establish by antaq,0.6998935919437348,0.6931158328744895,0.6822789369082692,0.6562228033707592
1545,Resolution 1274/2009 by ANTAQ - Inland Navigation,"In this case, the Brazilian shipping company should follow the price system established by ANTAQ.",B,B,in thi case the brazilian ship compani should follow the price system establish by antaq,0.6559652226298125,0.6648312620393549,0.648527499885589,0.6725493926088952
1546,Concession Contract - Salvador - Deputado Luís Eduardo Magalhães Airport,The concessionaire must not enter into a contract with its related parties for the exploitation of economic activities (generating non-tariff revenues) at the airport.,A,A,the concessionair must not enter into a contract with it relat parti for the exploit of econom activ gener non-tariff revenu at the airport,0.6451557018156746,0.6526347792143677,0.6405802426987017,0.6179426772930958
1547,Law 13303/2016 - Law of SOEs,"Situations in which contracts may be directly awarded by SOEs: (i) sale or provision of goods or services comprising the corporate purpose of the SOE; (ii) choice of the private partner involves specific characteristics, preventing a competitive procedure.",A,A,situat in which contract may be directli award by soe i sale or provis of good or servic compris the corpor purpos of the soe ii choic of the privat partner involv specif characterist prevent a competit procedur,0.6758069556181248,0.6801630252325864,0.6627404665554537,0.662528387857044
1548,Resolution 181/2011 by National Civil Aviation Agency - Airport Classification,"The application for designation of an airport as international must contain: I - available information about the type of service, origin, destination, time and frequency of intended operations, and the type and configuration of aircraft to be employed; II - prevision of service restrictions to international air traffic operations, if applicable, as provided in art.",A,A,the applic for design of an airport a intern must contain i avail inform about the type of servic origin destin time and frequenc of intend oper and the type and configur of aircraft to be employ ii previs of servic restrict to intern air traffic oper if applic a provid in art,0.5986565075199798,0.6040042214776977,0.5995283915742962,0.5615032670411265
1549,"NOM-009-Z00- 1994, Proceso sanitario de la carne","NOM-009-Z00-1994 deals with the sanitary processing of meat at TIF establishments, and contains relevant specifications for the inspections carried out by Official Veterinary Surgeons (Médicos Veterinarios Oficiales, MVOs) at these establishments. According to industry participants, the application of specifications by MVOs varies greatly between TIF establishments. This problem probably stems from the fact that NOM- 009-Z00-1994 does not describe in sufficient detail the tasks expected of MVOs.",B,B,nom-009-z00-1994 deal with the sanitari process of meat at tif establish and contain relev specif for the inspect carri out by offici veterinari surgeon médico veterinario oficial mvo at these establish accord to industri particip the applic of specif by mvo vari greatli between tif establish thi problem probabl stem from the fact that nom- 009-z00-1994 doe not describ in suffici detail the task expect of mvo,0.6137242926138468,0.5973542966946033,0.6117075870481488,0.6100165005223136
1550,"NOM-009-Z00- 1994, Proceso sanitario de la carne","The problem may have come from the fact that the NOM 094 Veterarios Ofiales, MVOs, in these places, according to industrial participants, the application specified by MVO is very different from TIF's establishment. This problem may have come from the fact that NOM09-Z00-100-19999 is not detailed in the expected task of MV.",B,B,the problem may have come from the fact that the nom veterario ofial mvo in these place accord to industri particip the applic specifi by mvo is veri differ from tif 's establish thi problem may have come from the fact that nom09-z00-100-19999 is not detail in the expect task of mv,0.7962920728726683,0.7367494681608342,0.728142467759066,0.6934760130243088
1551,"NOM-009-Z00- 1994, Proceso sanitario de la carne","According to the participants in the sector, the application of the MVOs specifications varies significantly between the TIF enterprises. This problem is probably derived from the fact that NOM-009-Z00-1994 does not describe sufficiently detailed the expected tasks of MVOs.",B,B,accord to the particip in the sector the applic of the mvo specif vari significantli between the tif enterpris thi problem is probabl deriv from the fact that nom-009-z00-1994 doe not describ suffici detail the expect task of mvo,0.7612157194950684,0.7004726546347791,0.7061099172518335,0.6164111104517946
1552,"NOM-009-Z00- 1994, Proceso sanitario de la carne","NOM-009-Z00-1994 deals with the sanitary processing of meat in TIF plants and contains relevant specifications for the inspections of official veterinary surgeons (Médicos Veterinarios Oficiales, MVOs) in these plants. According to industry participants, the application of specifications by MVOs varies greatly between TIF plants. This problem is probably due to the fact that NOM- 009-Z00-1994 does not describe the expected tasks of MVOs in sufficient detail.",B,B,nom-009-z00-1994 deal with the sanitari process of meat in tif plant and contain relev specif for the inspect of offici veterinari surgeon médico veterinario oficial mvo in these plant accord to industri particip the applic of specif by mvo vari greatli between tif plant thi problem is probabl due to the fact that nom- 009-z00-1994 doe not describ the expect task of mvo in suffici detail,0.6120995420806021,0.6492547133187188,0.6409471497065575,0.6530454495055524
1553,"NOM-009-Z00- 1994, Proceso sanitario de la carne","The standard NOM-009-Z00-1994 deals with the health processing of meat in ITF establishments and contains the relevant specifications for inspections by official veterinary surgeons (Medicos Veterinarios Oficiales, MVOs) in these establishments. According to industry participants, the application of the specifications by MVOs varies considerably between ITF establishments.",B,B,the standard nom-009-z00-1994 deal with the health process of meat in itf establish and contain the relev specif for inspect by offici veterinari surgeon medico veterinario oficial mvo in these establish accord to industri particip the applic of the specif by mvo vari consider between itf establish,0.6786810678676343,0.7019062336057926,0.6957234628336779,0.7038391672055327
1554,"NOM-009-Z00- 1994, Proceso sanitario de la carne","• NOM-009-Z00-1994 deals with the sanitary treatment of meat in TIF establishments and contains relevant information for inspections carried out by official veterinarians (Médicos Veterinarios Oficiales, MVOs). According to industry, the specifications used by MVO vary widely between TIF establishments, probably due to the lack of detail in the expected tasks of MVO.",B,B,• nom-009-z00-1994 deal with the sanitari treatment of meat in tif establish and contain relev inform for inspect carri out by offici veterinarian médico veterinario oficial mvo accord to industri the specif use by mvo vari wide between tif establish probabl due to the lack of detail in the expect task of mvo,0.5995701542832184,0.5925352571335839,0.5939752971146908,0.6563753586040465
1555,Resolution 330/2014 by National Civil Aviation Agency - Authorisation,The opening to air traffic must be obtained from ANAC by the authorizer within 36 (thirty-six) months from the publication in the Federal Official Gazette of the Term of Authorization.,None,None,the open to air traffic must be obtain from anac by the author within thirty-six month from the public in the feder offici gazett of the term of author,0.593691564780064,0.6575551114487531,0.6345883890956918,0.681121061210844
1557,Decree 92319/1986 - Foreign air transport companies,"When issuing the authorisation for a foreign company to operate in Brazil, the Federal Government may establish restrictions on the operation of the foreign companies, in defence of national interests.",A,A,when issu the authoris for a foreign compani to oper in brazil the feder govern may establish restrict on the oper of the foreign compani in defenc of nation interest,0.7214533910989852,0.6765841426005376,0.7247630388026896,0.637582936450633
1558,Reglamento de Insumos para la Salud,Foreign producers must have a good manufacturing practice (GMP) certificate.,A,A,foreign produc must have a good manufactur practic gmp certif,0.792873209193679,0.7367684104358078,0.7370471208464602,0.6835187404503031
1560,Regulation (RBHA) 63/2006 by Department of Civil Aviation - Flight mechanic and flight attendant licences,"To obtain a flight attendant licence, one must meet different requirements, concerning (i) age (18 years old); (ii) educational level (secondary school); (iii) Portuguese proficiency; (iv) medical exam; (v) theoretical knowledge (passing a course homologated by ANAC and passing a theoretical test conducted by ANAC or an authorised school); (vi) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vii) practical skills test (conducted by ANAC or an auth",A,A,to obtain a flight attend licenc one must meet differ requir concern i age year old ii educ level secondari school iii portugues profici iv medic exam v theoret knowledg pas a cours homolog by anac and pas a theoret test conduct by anac or an authoris school vi experi pas a train cours homolog by anac includ minimum flight hour and vii practic skill test conduct by anac or an auth,0.6072529235206248,0.6023112331906284,0.6159675666725835,0.6111426270005728
1561,"NOM-008-Z00- 1994, Especificaciones zoosanitarias para la construcción y equipamiento de establecimientos para el sacrificio de animales y los dedicados a la industrialización de productos cárnicos (Modificada)","To build and operate a Federal Inspection Type (Tipo Inspección Federal, TIF) abattoir and/or meat processing plant, records must be kept (e.g. monthly bacteriological tests, equipment lists, insect- and rodent-contro programmes, quality- control programmes). This NOM does not apply to municipal abattoirs, whose concessions are regulated under municipal legislation.",A,A,to build and oper a feder inspect type tipo inspección feder tif abattoir and/or meat process plant record must be kept e.g monthli bacteriolog test equip list insect- and rodent-contro programm quality- control programm thi nom doe not appli to municip abattoir whose concess are regul under municip legisl,0.6232363931420932,0.6094611183176031,0.6344640746236323,0.6042675237121922
1562,Reglamento de Insumos para la Salud,"To obtain a sanitary registry to sell medicines produced abroad containing new molecular entities that have not been marketed in any other country, a certificate of free sale (which is required for imports and exports) may be substituted by a clinical study involving the Mexican population.",A,A,to obtain a sanitari registri to sell medicin produc abroad contain new molecular entiti that have not been market in ani other countri a certif of free sale which is requir for import and export may be substitut by a clinic studi involv the mexican popul,0.6246540962925521,0.6251158203612619,0.6411897027690441,0.6313692107501789
1563,Notice of Auction 2/2011 (second round of airport concession),Any change to the shareholders’ agreement is subject to approval by ANAC.,A,A,ani chang to the sharehold ’ agreement is subject to approv by anac,0.6188300559978313,0.621494001513177,0.6285325316018617,0.6408844622478752
1564,Decree 7624/2011 - Airport concession,"Without prejudice to other criteria and conditions defined by ANAC, reversible assets may be given as guarantee, provided that in case of its alienation during the concession, the concessionaire must proceed with its immediate substitution with others in the same or better operational and functioning conditions.",None,None,without prejudic to other criterion and condit defin by anac revers asset may be given a guarante provid that in case of it alien dure the concess the concessionair must proceed with it immedi substitut with other in the same or better oper and function condit,0.6260375845796551,0.6196391654925907,0.6353991782425943,0.6216326393255832
1565,Resolution 302/2014 by National Civil Aviation  Agency - Airport Area,"239, dated June 21, 2012, published in the DOU of June 22, 2012,
Section 1, page 3; and VII - the Resolution No.",None,None,date june publish in the dou of june section page and vii the resolut no,0.6104347291628729,0.5975932719914929,0.613346321877644,0.5897087573438611
1566,Law 7565/1986 - Brazilian Aeronautical Code,"The airport operator may remove aircraft, equipment and other goods left in the airport areas whenever they restrict the operation, capacity expansion or regular operation of the airport or cause health or environmental risks. The caput also applies to aircraft, equipment and other assets belonging to a bankrupt estate, upon communication to the competent court.",None,None,the airport oper may remov aircraft equip and other good left in the airport area whenev they restrict the oper capac expans or regular oper of the airport or caus health or environment risk the caput also appli to aircraft equip and other asset belong to a bankrupt estat upon commun to the compet court,0.7752055458928564,0.7490630008133523,0.7713091960180141,0.7446285617349901
1567,"NOM-008-Z00- 1994, Especificaciones zoosanitarias para la construcción y equipamiento de establecimientos para el sacrificio de animales y los dedicados a la industrialización de productos cárnicos (Modificada)",The norm specifically states that it is not in line with international norms. The norm deals with sanitary specifications to build and equip establishments for the slaughtering of animals and the processing of meat products.,A,A,the norm specif state that it is not in line with intern norm the norm deal with sanitari specif to build and equip establish for the slaughter of anim and the process of meat product,0.6444090459026635,0.621990766162747,0.6403835849596466,0.6581991410058308
1571,Ley de Organizaciones Ganaderas DOF 09-04-2012 Reglamento de la Ley de Organizaciones Ganaderas DOF 24-12-1999,"To transport livestock across Mexican territory, it is necessary to acquire a certification from the local livestock association in the municipality of origin.",A,A,to transport livestock across mexican territori it is necessari to acquir a certif from the local livestock associ in the municip of origin,0.6591386058946753,0.6144729884735795,0.6154788266916557,0.6219588607519213
1575,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,therefore eligible to receive subsidies from the Mexican federal govemment.,B,B,therefor elig to receiv subsidi from the mexican feder govem,0.6883052607890088,0.6640339182188524,0.6765554176449473,0.6835094350510332
1576,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,"Consequently, the subsidies granted by the Mexican federal government are eligible.",B,B,consequ the subsidi grant by the mexican feder govern are elig,0.5854222442702514,0.5650080611656924,0.5814501143286362,0.5757485672385096
1578,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,"▪ In this way, he is entitled to receive subsidies from the Federal Government of Mexico.",B,B,▪ in thi way he is entitl to receiv subsidi from the feder govern of mexico,0.7434811993085342,0.6866666870220718,0.7027898969636679,0.6519492576090828
1579,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,For this reason it is possible to receive subsidies from the Mexican Federal Fund.,B,B,for thi reason it is possibl to receiv subsidi from the mexican feder fund,0.6934114886058446,0.6661383397305315,0.6673287556213301,0.651313766597285
1580,Ley de Fondos de Aseguramiento Agropecuario y Rural DOF 13-05- 2005,This is why the Mexican federal government is entitled to receive subsidies.,B,B,thi is whi the mexican feder govern is entitl to receiv subsidi,0.5900552708984698,0.5987887076378,0.5734134684363791,0.5923582765737592
1581,Law 7565/1986 - Brazilian Aeronautical Code,"The commander of an aircraft that receives an order to land from a flight controller organ must go, immediately, to the aerodrome indicated to him and land there. If technical reasons, at the commander's discretion, prevent doing so at the indicated aerodrome, the controlling agency must be requested to determine an alternate aerodrome that offers better safety conditions.",None,None,the command of an aircraft that receiv an order to land from a flight control organ must go immedi to the aerodrom indic to him and land there if technic reason at the command 's discret prevent do so at the indic aerodrom the control agenc must be request to determin an altern aerodrom that offer better safeti condit,0.6407237694776535,0.6370300819782481,0.6346216695484065,0.6039960601354676
1582,Law 7565/1986 - Brazilian Aeronautical Code,The aircraft's weight is understood as the weight authorized for takeoff by the airworthiness certificate or equivalent document.,None,None,the aircraft 's weight is understood a the weight author for takeoff by the airworthi certif or equival document,0.6799240488953279,0.639642717801837,0.6217241432018258,0.6585240776435752
1583,Law 7565/1986 - Brazilian Aeronautical Code,"When there is more than one volume, the carrier may require separate airway bills from the consignor.",None,None,when there is more than one volum the carrier may requir separ airway bill from the consignor,0.6086172014523515,0.5784697142106906,0.5808075714998141,0.5924121035095201
1584,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"In the bidding procedure for the acquisition of goods, CDP may request certification of product quality or manufacturing process, including under the environmental aspect, by any competent official institution or by an accredited entity.",B,B,in the bid procedur for the acquisit of good cdp may request certif of product qualiti or manufactur process includ under the environment aspect by ani compet offici institut or by an accredit entiti,0.6239849549920748,0.5901703052513921,0.6019301925781784,0.5996679696236289
1585,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"In an invitation to tender for the acquisition of goods, the CDP may apply for certification of the quality of the product or production process, including in the context of an environmental aspect, by any competent official institution or accredited body.",B,B,in an invit to tender for the acquisit of good the cdp may appli for certif of the qualiti of the product or product process includ in the context of an environment aspect by ani compet offici institut or accredit bodi,0.6713394052199972,0.6251586061675172,0.6268942696929883,0.6247758917706941
1586,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"In the context of procurement for the purchase of goods, CDP may request certification of product quality or manufacturing process, including under the environmental aspect, by any competent official institution or by an approved entity.",B,B,in the context of procur for the purchas of good cdp may request certif of product qualiti or manufactur process includ under the environment aspect by ani compet offici institut or by an approv entiti,0.5962023121127935,0.5752800994401956,0.5733509159004911,0.5968255878971982
1587,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"During the bidding procedure for the acquisition of goods, CDP may request certification of the product quality or production process, including in the context of the environmental aspect, by a competent official body or by an accredited entity.",B,B,dure the bid procedur for the acquisit of good cdp may request certif of the product qualiti or product process includ in the context of the environment aspect by a compet offici bodi or by an accredit entiti,0.5887924038985504,0.5680053924616449,0.5736819884805122,0.6120044600456638
1588,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"In the tendering procedure for the acquisition of goods, CDP may apply for certification of the quality of the product or manufacturing process, including in environmental terms, by any competent official institution or by an accredited body.",B,B,in the tender procedur for the acquisit of good cdp may appli for certif of the qualiti of the product or manufactur process includ in environment term by ani compet offici institut or by an accredit bodi,0.8053735588228529,0.7367593802135471,0.7114984302230503,0.6894956516005981
1589,Normative Instrument 2102.01- SOE's - COMPANHIA DOCAS DO PARÁ - CDP,"It is possible to provide proof of the CP product quality or construction process, either by any capable government agency or by any capable official organization.",B,B,it is possibl to provid proof of the cp product qualiti or construct process either by ani capabl govern agenc or by ani capabl offici organ,0.7358033556228813,0.7704401960072156,0.7529314270453435,0.7272053213976362
1590,Ordinance by Ports Secretariat 111/2013 - Ports Administration,"The pre-qualification of a port operator will be formalised by the Port Administration through the issuance of the Port Operator Qualification Certificate, valid for five years from the date of issue.",A,A,the pre-qualif of a port oper will be formalis by the port administr through the issuanc of the port oper qualif certif valid for five year from the date of issu,0.714391719193506,0.758444231477154,0.7553279556454948,0.7441020274328936
1591,Law 14133/2021 - New General Procurement Act,"In the procurement of goods, the Public Administration may exceptionally indicate one or more brands or models, provided that it is formally justified (for technical reasons), in the following cases: a) due to the need to standardise the object; b) due to the need to maintain compatibility with platforms and standards already adopted by the Public Administration; c) when a certain brand or model marketed by more than one supplier is the only one capable of meeting the public procurer's needs; d)",A,A,in the procur of good the public administr may except indic one or more brand or model provid that it is formal justifi for technic reason in the follow case a due to the need to standardis the object b due to the need to maintain compat with platform and standard alreadi adopt by the public administr c when a certain brand or model market by more than one supplier is the onli one capabl of meet the public procur 's need d,0.7364141572914006,0.7647956700385508,0.7419424663966521,0.7102668673187656
1592,Resolution 440/2017 by National Civil Aviation Agency - Register,This Resolution shall enter into force on the date of its publication.,None,None,thi resolut shall enter into forc on the date of it public,0.7245638758107433,0.7419821911505797,0.7387930219936857,0.7197283305346138
1594,Law 5862/1972 - Infraero,"IX - execute or promote the contracting of studies, plans, projects, works and services of interest to the Ministry of Aeronautics, consistent with its objectives, for which special resources are destined;",None,None,ix execut or promot the contract of studi plan project work and servic of interest to the ministri of aeronaut consist with it object for which special resourc are destin,0.7893484639597712,0.79428521550436,0.8009883475724331,0.7583687141497308
1595,Law 7565/1986 - Brazilian Aeronautical Code,"For the purposes of the caput, the transport of objects or substances by public civil aircraft for public security will be regulated by the civil aviation authority in conjunction with the Ministry of Justice and Public Security, and special authorization may be dispensed with.",None,None,for the purpos of the caput the transport of object or substanc by public civil aircraft for public secur will be regul by the civil aviat author in conjunct with the ministri of justic and public secur and special author may be dispens with,0.7274092188452311,0.6671311323828643,0.7150431599168565,0.6280580003995075
1596,Resolution 192/2011 by National Civil Aviation Agency - Concessions,"To establish the procedures for request, authorization, and approval of projects, studies, surveys, or investigations that support the modeling of concessions for exploitation of airport infrastructure by private initiative defined as priorities by the federal government.",None,None,to establish the procedur for request author and approv of project studi survey or investig that support the model of concess for exploit of airport infrastructur by privat initi defin a prioriti by the feder govern,0.7579760277740661,0.7164751217784933,0.7361428000010166,0.7061090264171538
1597,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","In the case of national tenders, only people or companies with Mexican nationality can participate, while offered goods must have at least 50% of national content (e.g. ingredients, human labour). Only Mexican nationals can therefore submit bids and pharmaceutical products must contain at least 50% of Mexican content.",B,B,in the case of nation tender onli peopl or compani with mexican nation can particip while offer good must have at least of nation content e.g ingredi human labour onli mexican nation can therefor submit bid and pharmaceut product must contain at least of mexican content,0.5694829826782815,0.6123742735923066,0.5877561734914338,0.6274085072049833
1598,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","In the case of national reasonableness, only the Mexican nation can share, whereas at least 50% of national material supplies (like, human labor) must be at least 50 percent of the people, along with the population of Mexico.",B,B,in the case of nation reason onli the mexican nation can share wherea at least of nation materi suppli like human labor must be at least percent of the peopl along with the popul of mexico,0.6334863813113678,0.6539809745124188,0.6248345701191399,0.6396772308860658
1599,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","For national tenders, only persons or companies with Mexican nationality may participate, while the goods offered must contain at least 50% of the national content (e.g. ingredients, human labour). Therefore, only Mexican nationals may make offers and contain at least 50% of the Mexican content of pharmaceutical products.",B,B,for nation tender onli person or compani with mexican nation may particip while the good offer must contain at least of the nation content e.g ingredi human labour therefor onli mexican nation may make offer and contain at least of the mexican content of pharmaceut product,0.5732021514769993,0.6010862034771446,0.5745030748292018,0.5952120001607866
1600,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","In the case of national offers, only Mexican nationals or companies may participate, while the products offered must have at least 50% of the national content (e.g. ingredients, human labour).Only Mexican citizens can submit offers and pharmaceutical products must contain at least 50% of the Mexican content.",B,B,in the case of nation offer onli mexican nation or compani may particip while the product offer must have at least of the nation content e.g ingredi human labour .onli mexican citizen can submit offer and pharmaceut product must contain at least of the mexican content,0.5817613746466078,0.6250291532774541,0.5921495041269276,0.634921231025551
1601,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","In the case of national tenders, only people or companies with Mexican nationality may participate, while the goods offered must have at least 50% of the national content (e.g. ingredients, human labour). Only Mexican nationals may therefore submit offers and pharmaceutical products must contain at least 50% of the Mexican content.",B,B,in the case of nation tender onli peopl or compani with mexican nation may particip while the good offer must have at least of the nation content e.g ingredi human labour onli mexican nation may therefor submit offer and pharmaceut product must contain at least of the mexican content,0.780026605112912,0.7557755685020096,0.7655391883582354,0.6861179854593082
1602,"Ley de
Adquisiciones,
Arrendamientos y
Servicios del
Sector Público","In the case of national tenders, only persons or companies with Mexican nationality may participate, while the products offered must have at least 50% of the national content (e.g. ingredients, human labor), so only Mexican nationals can submit offers and pharmaceutical products must contain at least 50% of the Mexican content.",B,B,in the case of nation tender onli person or compani with mexican nation may particip while the product offer must have at least of the nation content e.g ingredi human labor so onli mexican nation can submit offer and pharmaceut product must contain at least of the mexican content,0.611792235134686,0.6456868196282752,0.6127369852470371,0.6207847976600906
1603,Law 7565/1986 - Brazilian Aeronautical Code,"In the traffic of aircraft in Brazilian airspace, the provisions established in the International Treaties, Conventions, and Acts to which Brazil is a party (Art. 1, § 1), in this Code (Art. 1, § 2), and in complementary legislation (Art. 1, § 3) are observed. No military or civil aircraft at the service of, and directly used by, a foreign state (article 3, I) may fly in Brazilian airspace or land in the underlying territory without authorization.",None,None,in the traffic of aircraft in brazilian airspac the provis establish in the intern treati convent and act to which brazil is a parti art § in thi code art § and in complementari legisl art § are observ no militari or civil aircraft at the servic of and directli use by a foreign state articl i may fli in brazilian airspac or land in the underli territori without author,0.6435349183818357,0.653697903139854,0.639671861020174,0.6368678951005762
1604,Adenda al Convenio de Concertación,"The price-regulation scheme sets maximum prices based upon information provided by the pharmaceutical firms themselves, after examination by an external auditor.",B,B,the price-regul scheme set maximum price base upon inform provid by the pharmaceut firm themselv after examin by an extern auditor,0.5911912565469305,0.6349655078948715,0.600039420477723,0.6319585075044211
1605,Adenda al Convenio de Concertación,The price regulation scheme sets maximum prices based on information provided by pharmaceutical companies themselves after an external auditor's investigation.,B,B,the price regul scheme set maximum price base on inform provid by pharmaceut compani themselv after an extern auditor 's investig,0.5902129542564168,0.6319163928292604,0.6037005052505483,0.622349326406548
1606,Adenda al Convenio de Concertación,"The price regulation regime sets maximum prices based on information provided by the pharmaceutical companies themselves, after examination by an external auditor.",B,B,the price regul regim set maximum price base on inform provid by the pharmaceut compani themselv after examin by an extern auditor,0.6589382001407472,0.6669379728285243,0.6752793658523913,0.71645288841038
1607,Adenda al Convenio de Concertación,"The price regulation system, after examination by an external auditor, sets maximum prices based on the information provided by the pharmaceutical companies themselves.",B,B,the price regul system after examin by an extern auditor set maximum price base on the inform provid by the pharmaceut compani themselv,0.5970743614896602,0.6186622156345787,0.5951838515748695,0.6067138957807139
1608,Adenda al Convenio de Concertación,The pricing system sets maximum prices on the basis of information provided by pharmaceutical firms themselves after an external auditor has been examined.,B,B,the price system set maximum price on the basi of inform provid by pharmaceut firm themselv after an extern auditor ha been examin,0.6123885230455587,0.656057107870758,0.6410357395755458,0.6883922517578964
1609,Adenda al Convenio de Concertación,"The price system sets maximum prices on the basis of the information provided by the pharmaceutical firms themselves, after being audited by an external auditor.",B,B,the price system set maximum price on the basi of the inform provid by the pharmaceut firm themselv after be audit by an extern auditor,0.6183314308440057,0.6357781337576976,0.6047599836297376,0.6169459867897832
1610,Law 14133/2021 - New General Procurement Act,"At the discretion of the Administration, bidders may be requested to submit a statement issued by an accountant to prove their economic and financial qualification.",A,A,at the discret of the administr bidder may be request to submit a statement issu by an account to prove their econom and financi qualif,0.5677996699014631,0.614425621883193,0.5825928135314067,0.6246305830262586
1611,Resolution 508/2019 by National Civil Aviation Agency - Airport Tariff - Infraero,"..................................""(NR)",None,None,.................................. `` nr,0.5912702327068041,0.6316683614755139,0.5988422242944953,0.6266764722134011
1612,Law 7565/1986 - Brazilian Aeronautical Code,"Those interested in the custody of debris shall qualify before the Sipaer investigation authority, from the beginning of the Sipaer investigation until ninety (90) days after its conclusion, by means of an application to the judge of the case, who shall judge on its appropriateness and interest.",None,None,those interest in the custodi of debri shall qualifi befor the sipaer investig author from the begin of the sipaer investig until nineti day after it conclus by mean of an applic to the judg of the case who shall judg on it appropri and interest,0.6077376117870614,0.6336902949015975,0.608839042382028,0.6297182332692615
1613,Law 7565/1986 - Brazilian Aeronautical Code,"The Public Administrations must make the zoning of the soil use, in the areas neighboring the airfields, compatible with the special restrictions, included in the Basic and Specific Plans.",None,None,the public administr must make the zone of the soil use in the area neighbor the airfield compat with the special restrict includ in the basic and specif plan,0.4379840892950778,0.4337649703766683,0.46098913816684656,0.4687266745735617
1614,Law 7565/1986 - Brazilian Aeronautical Code,"If the cargo is subject to customs control, the disposal referred to in Paragraph 1 of this article will be communicated immediately to the tax authorities in charge of the airport of the cargo's destination.",None,None,if the cargo is subject to custom control the dispos refer to in paragraph of thi articl will be commun immedi to the tax author in charg of the airport of the cargo 's destin,0.6765414132354775,0.6459810981803561,0.6581849834952379,0.5496068513673986
