,Law,Text,Category,Category_New,Length
1205,Decree 92319/1986 - Foreign air transport companies,"Foreign air transport companies, providing either scheduled or non-scheduled services, must obtain prior authorisation from the Federal Government to operate in Brazil. They must have been designated [by the foreign government] in the form of bilateral agreements or, in the absence of these agreements, there must be an interest in obtaining the authorisation unilaterally.",A,A,374
1206,Decree 92319/1986 - Foreign air transport companies,"Foreign air transport companies, providing either scheduled or non-scheduled services, must obtain prior authorisation from the Federal Government to operate in Brazil. They must have been designated [by the foreign government] in the form of bilateral agreements or, in the absence of these agreements, there must be an interest in obtaining the authorisation unilaterally.",B,B,374
1207,Decree 92319/1986 - Foreign air transport companies,"A prior authorisation is also required  for the setting up of agencies, branches or subsidiaries of foreign companies that do not operate flights to Brazil. ",A,A,157
1208,Decree 92319/1986 - Foreign air transport companies,"A prior authorisation is also required  for the setting up of agencies, branches or subsidiaries of foreign companies that do not operate flights to Brazil. ",A,A,157
1209,Decree 92319/1986 - Foreign air transport companies,"A prior authorisation is also required  for the setting up of agencies, branches or subsidiaries of foreign companies that do not operate flights to Brazil. ",B,B,157
1210,Decree 92319/1986 - Foreign air transport companies,"The request for authorisation of a foreign company to operate in Brazil must be submitted to the Department of Civil Aviation [today, ANAC], indicating where its representative will be located, and  with the following documents attached: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the  company’s bylaws; IV - the list of shareholders of the company; V - copy of the formal document of th",A,A,500
1211,Decree 92319/1986 - Foreign air transport companies,e company that decided to operate in Brazil and fixed the capital assigned to the operations in the country;  VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,A,A,221
1212,Decree 92319/1986 - Foreign air transport companies,"The request for authorisation of a foreign company to operate in Brazil must be submitted to the Department of Civil Aviation [today, ANAC], indicating where its representative will be located, and  with the following documents attached: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the  company’s bylaws; IV - the list of shareholders of the company; V - copy of the formal document of th",A,A,500
1213,Decree 92319/1986 - Foreign air transport companies,e company that decided to operate in Brazil and fixed the capital assigned to the operations in the country;  VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,A,A,221
1214,Decree 92319/1986 - Foreign air transport companies,"The request for authorisation of a foreign company to operate in Brazil must be submitted to the Department of Civil Aviation [today, ANAC], indicating where its representative will be located, and  with the following documents attached: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the  company’s bylaws; IV - the list of shareholders of the company; V - copy of the formal document of th",Administrativeburden,Others,500
1215,Decree 92319/1986 - Foreign air transport companies,e company that decided to operate in Brazil and fixed the capital assigned to the operations in the country;  VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,Administrativeburden,Others,221
1216,Decree 92319/1986 - Foreign air transport companies,"Minimum capital is required by the Department of Civil Aviation [today, ANAC] for a foreign company to operate in Brazil. For each case, the amount of minimum capital should be established in advance by the Department of Civil Aviation [today, ANAC].",A,A,250
1217,Decree 92319/1986 - Foreign air transport companies,"Minimum capital is required by the Department of Civil Aviation [today, ANAC] for a foreign company to operate in Brazil. For each case, the amount of minimum capital should be established in advance by the Department of Civil Aviation [today, ANAC].",A,A,250
1218,Decree 92319/1986 - Foreign air transport companies,All foreign documents to be submitted must be authenticated in the foreign country and then by the Brazilian Consular Office. One copy of each document must be registered at the registry office in Brazil.,A,A,204
1219,Decree 92319/1986 - Foreign air transport companies,All foreign documents to be submitted must be authenticated in the foreign country and then by the Brazilian Consular Office. One copy of each document must be registered at the registry office in Brazil.,A,A,204
1220,Decree 92319/1986 - Foreign air transport companies,All foreign documents to be submitted must be authenticated in the foreign country and then by the Brazilian Consular Office. One copy of each document must be registered at the registry office in Brazil.,administrativeburden,Others,204
1221,Decree 92319/1986 - Foreign air transport companies,"When issuing the authorisation for a foreign company to operate in Brazil, the Federal Government may establish restrictions on the operation of the foreign companies, in defence of national interests.",A,A,201
1222,Decree 92319/1986 - Foreign air transport companies,"When issuing the authorisation for a foreign company to operate in Brazil, the Federal Government may establish restrictions on the operation of the foreign companies, in defence of national interests.",B,B,201
1223,Decree 92319/1986 - Foreign air transport companies,"Foreign companies authorised to operate in Brazil are required to have a permanent legal representative in Brazil.
The proxy for a substitute of the legal representative must be approved by the Department of Civil Aviation [today, ANAC] and then registered at the Board of Trade.  ",A,A,281
1224,Decree 92319/1986 - Foreign air transport companies,"Foreign companies authorised to operate in Brazil are required to have a permanent legal representative in Brazil.
The proxy for a substitute of the legal representative must be approved by the Department of Civil Aviation [today, ANAC] and then registered at the Board of Trade.  ",A,A,281
1225,Decree 92319/1986 - Foreign air transport companies,"Foreign companies authorised to operate in Brazil are required to have a permanent legal representative in Brazil.
The proxy for a substitute of the legal representative must be approved by the Department of Civil Aviation [today, ANAC] and then registered at the Board of Trade.  ",AdministrativeBurden,Others,281
1226,Decree 92319/1986 - Foreign air transport companies,"Any changes to the foreign company’s bylaws is subject to approval by the Federal Government, to be effective in Brazil. ",A,A,121
1227,Decree 92319/1986 - Foreign air transport companies,"Foreign air transport companies not operating in Brazil, providing either scheduled or non-scheduled services, need an authorisation to set up agencies, branches, subsidiaries or offices in the country, in order to sell tickets in Brazil.",A,A,238
1228,Decree 92319/1986 - Foreign air transport companies,The request must attach the following documents: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the company’s bylaws; V - copy of the formal document of the company that decided to operate in Brazil and fixed the capital assigned to the operations in the country; VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,A,A,484
1229,Decree 92319/1986 - Foreign air transport companies,"Foreign air transport companies not operating in Brazil, providing either scheduled or non-scheduled services, need an authorisation to set up agencies, branches, subsidiaries or offices in the country, in order to sell tickets in Brazil.",A,A,238
1230,Decree 92319/1986 - Foreign air transport companies,The request must attach the following documents: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the company’s bylaws; V - copy of the formal document of the company that decided to operate in Brazil and fixed the capital assigned to the operations in the country; VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,A,A,484
1231,Decree 92319/1986 - Foreign air transport companies,"Foreign air transport companies not operating in Brazil, providing either scheduled or non-scheduled services, need an authorisation to set up agencies, branches, subsidiaries or offices in the country, in order to sell tickets in Brazil.",B,B,238
1232,Decree 92319/1986 - Foreign air transport companies,The request must attach the following documents: I - proof that the company is incorporated under the law of its country; II - the articles of incorporation of the company and subsequent amendments; III - the company’s bylaws; V - copy of the formal document of the company that decided to operate in Brazil and fixed the capital assigned to the operations in the country; VI - proof of appointment of a legal representative in Brazil; and VII - the last balance sheet of the company.,B,B,484
1233,Decree 92319/1986 - Foreign air transport companies,"Instead of setting up of agencies, branches or subsidiaries, foreign companies not operating in the country may designate a Brazilian company as a general representative in Brazil, which needs an authorisation to operate from the Ministry of Aeronautics [today, ANAC]. The request must attach the following documents: (a) the company’s bylaws and (b) the contract of representation, translated into Portuguese.",A,A,410
1234,Decree 92319/1986 - Foreign air transport companies,"Instead of setting up of agencies, branches or subsidiaries, foreign companies not operating in the country may designate a Brazilian company as a general representative in Brazil, which needs an authorisation to operate from the Ministry of Aeronautics [today, ANAC]. The request must attach the following documents: (a) the company’s bylaws and (b) the contract of representation, translated into Portuguese.",A,A,410
1235,Decree 92319/1986 - Foreign air transport companies,"Instead of setting up of agencies, branches or subsidiaries, foreign companies not operating in the country may designate a Brazilian company as a general representative in Brazil, which needs an authorisation to operate from the Ministry of Aeronautics [today, ANAC]. The request must attach the following documents: (a) the company’s bylaws and (b) the contract of representation, translated into Portuguese.",B,B,410
1236,Decree 92319/1986 - Foreign air transport companies,"The representative company of a foreign firm may advertise the latter’s services, but must not sell their tickets or services.",A,A,126
1237,Decree 92319/1986 - Foreign air transport companies,"The representative company of a foreign firm may advertise the latter’s services, but must not sell their tickets or services.",B,B,126
1238,Decree 92319/1986 - Foreign air transport companies,"Only foreign airlines authorised to operate in Brazil may have a general Sales Agent (which is a sales representative for an airline in the country). 
",A,A,151
1239,Decree 92319/1986 - Foreign air transport companies,"Only foreign airlines authorised to operate in Brazil may have a general Sales Agent (which is a sales representative for an airline in the country). 
",A,A,151
1240,Regulation (RBAC) 129/2012 by National Civil Aviation Agency - Foreign air transport companies,"Each foreign air carrier designated by the government of its country of origin must request ANAC the issuance of Operations Specifications 30 days before the intended beginning of scheduled operations in Brazil. The operations must be performed within Brazil in accordance with Operations Specifications issued by ANAC, which shall include (i) the airports to be used and (ii) the routes and airways to be flown, including rules and operating procedure necessary to prevent air collisions. ",A,A,490
1241,Regulation (RBAC) 129/2012 by National Civil Aviation Agency - Foreign air transport companies,"Each foreign air carrier designated by the government of its country of origin must request ANAC the issuance of Operations Specifications 30 days before the intended beginning of scheduled operations in Brazil. The operations must be performed within Brazil in accordance with Operations Specifications issued by ANAC, which shall include (i) the airports to be used and (ii) the routes and airways to be flown, including rules and operating procedure necessary to prevent air collisions. ",A,A,490
1242,Decree 6780/2009 - Civil Aviation Policy,One of the strategic actions of the National Civil Aviation Policy is to ensure to firms incorporated under Brazilian law the exploitation of air transport in the national market.,A,A,179
1243,Decree 6780/2009 - Civil Aviation Policy,One of the strategic actions of the National Civil Aviation Policy is to ensure to firms incorporated under Brazilian law the exploitation of air transport in the national market.,B,B,179
1244,Ordinance 70/1999 by General Department of Civil Aviation - Codeshare,"Codeshare operations involving Brazilian companies must be approved in advance by the Department of Civil Aviation [today ANAC, as updated by art. 2 of Ordinance 649].",A,A,167
1245,Ordinance 70/1999 by General Department of Civil Aviation  - Codeshare,"In international air transport, only designated airlines may operate codeshare flights.",A,A,87
1246,Ordinance 70/1999 by  General Department of Civil Aviation - Codeshare,"Domestic flights may have the code of the foreign company, but the latter must not transport or commercialise domestic traffic.",A,A,127
1247,Ordinance 70/1999 by  General Department of Civil Aviation - Codeshare,"Domestic flights may have the code of the foreign company, but the latter must not transport or commercialise domestic traffic.",A,A,127
1248,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Codeshare operations must be approved by ANAC.,A,A,46
1249,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Companies not authorised to operate in Brazil must present the Air Operator Certificate. ,A,A,89
1250,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Foreign companies must be designated by the respective countries to operate in Brazil.,A,A,86
1251,Ordinance 649/SAS/2016 by National Civil Aviation Agency - Codeshare,Foreign companies must be designated by the respective countries to operate in Brazil.,B,B,86
1252,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The first stage of slots allocation will only process requests comprising series of slots (i.e., a minimum set of five slots allocated for the same air carrier for the same time on the same day of the week in consecutive weeks).",A,A,228
1253,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The first stage of slots allocation will only process requests comprising series of slots (i.e., a minimum set of five slots allocated for the same air carrier for the same time on the same day of the week in consecutive weeks).",A,A,228
1254,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes).",A,A,463
1255,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",A,A,266
1256,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes).",A,A,463
1257,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",A,A,266
1258,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"Slot allocation process is primarily based on historic precedence: historic slots, comprising a series of slots allocated to an air carrier at the previous equivalent season, which entitles the firm to claim its allocation within the same coordination parameter in the next equivalent season, as long as the airline complies with the minimum regular operation (not less than 80%) and the maximum tolerated delay of arrival or departure (not less than 15 minutes).",B,B,463
1259,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"After the historic precedence, the criteria for slots allocation are: change of historic slots and, lastly, new slots requests (from the pool, which is the set of slots available to allocation after previous allocation according to historic slots and their changes).",B,B,266
1260,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The criteria for slot allocation arising from new requests are: I - the continuation of the previous subsequent season; and, lastly, II - new operations.",A,A,153
1261,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The slots shall be firstly allocated to new entrants, up to the percentage of slots from the pool that needs to be allocated to new entrants (which is determined by ANAC when it designates an airport as coordinated).",A,A,216
1262,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The remaining slots shall be allocated to new entrants and incumbents, according to the former criteria (first, continuation of the season and then new operations).",A,A,164
1263,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The criteria for slot allocation arising from new requests are: I - the continuation of the previous subsequent season; and, lastly, II - new operations.",A,A,153
1264,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The slots shall be firstly allocated to new entrants, up to the percentage of slots from the pool that needs to be allocated to new entrants (which is determined by ANAC when it designates an airport as coordinated).",A,A,216
1265,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The remaining slots shall be allocated to new entrants and incumbents, according to the former criteria (first, continuation of the season and then new operations).",A,A,164
1266,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The criteria for slot allocation arising from new requests are: I - the continuation of the previous subsequent season; and, lastly, II - new operations.",B,B,153
1267,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The slots shall be firstly allocated to new entrants, up to the percentage of slots from the pool that needs to be allocated to new entrants (which is determined by ANAC when it designates an airport as coordinated).",B,B,216
1268,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"The remaining slots shall be allocated to new entrants and incumbents, according to the former criteria (first, continuation of the season and then new operations).",B,B,164
1269,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of tie or conflict in the allocation of slots, the following priority should be given: 
(I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational",A,A,500
1270,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation," efficiency index in the previous equivalent season; and 
(III) other operations.",A,A,81
1271,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of tie or conflict in the allocation of slots, the following priority should be given: 
(I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational",A,A,500
1272,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation," efficiency index in the previous equivalent season; and 
(III) other operations.",A,A,81
1273,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of tie or conflict in the allocation of slots, the following priority should be given: 
(I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational",B,B,500
1274,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation," efficiency index in the previous equivalent season; and 
(III) other operations.",B,B,81
1275,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"Slot trading (secondary market for allocated slots) is forbidden, even if it is for free. The free assignment of slots is allowed only between companies belonging to the same economic group.",A,A,190
1276,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"Allocated slots may be swapped, one for one, between air carriers, but the transaction is subject to approval by ANAC. It is not allowed to swap slots allocated to a new entrant, unless: (i) the series of slots have been operated for two equivalent seasons; (ii) both air carriers involved in the exchange are new entrants at the series of slots; (iii) at the discretion of the slot coordinator, the swap benefits the airport infrastructure.",A,A,441
1277,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of reduction of capacity of a coordinated (level 3) airport preventing the allocation of all requests according to historic precedence, the allocation must follow the rules of priority (art.",A,A,198
1278,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"23): (I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational efficiency index in the previous equivalent season; and 
(III) other operations.",A,A,490
1279,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of reduction of capacity of a coordinated (level 3) airport preventing the allocation of all requests according to historic precedence, the allocation must follow the rules of priority (art.",A,A,198
1280,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"23): (I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational efficiency index in the previous equivalent season; and 
(III) other operations.",A,A,490
1281,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"In case of reduction of capacity of a coordinated (level 3) airport preventing the allocation of all requests according to historic precedence, the allocation must follow the rules of priority (art.",B,B,198
1282,Resolution 338/2014 by National Civil Aviation Agency - Slots allocation,"23): (I) scheduled air passenger services: (I.i) largest series of slots (period of operation); (I.ii) largest aircrafts (number of seats); and (I.iii) highest overall operational efficiency index in the previous equivalent season; (II) scheduled air cargo services: (II.i) largest series of slots (period of operation); (II.ii) largest aircrafts (freight transported); and (I.iii) highest overall operational efficiency index in the previous equivalent season; and 
(III) other operations.",B,B,490
1283,Ordinance 3192/SAS/2018 by National Civil Aviation Agency - Slots allocation,"Requests for allocation before establishing the baseline (first stage of slots allocation) must comprise only series of slots with uniform characteristics (day of the week, period and time set for arrival or departure) throughout the period",A,A,240
1284,Ordinance 3192/SAS/2018 by National Civil Aviation Agency - Slots allocation,"Requests for allocation before establishing the baseline (first stage of slots allocation) must comprise only series of slots with uniform characteristics (day of the week, period and time set for arrival or departure) throughout the period",A,A,240
1285,Ordinance 3192/SAS/2018 by National Civil Aviation Agency - Slots allocation,"Requests for allocation before establishing the baseline (first stage of slots allocation) must comprise only series of slots with uniform characteristics (day of the week, period and time set for arrival or departure) throughout the period",B,B,240
1286,Law 13475/2017 - Aeronaut profession,"To work as an aircraft pilot, flight attendant and flight mechanic, the professional must have a licence and the certificates issued by ANAC.",A,A,141
1287,Law 13475/2017 - Aeronaut profession,"To work as an aircraft pilot, flight attendant and flight mechanic, the professional must have a licence and the certificates issued by ANAC.",A,A,141
1288,Law 13475/2017 - Aeronaut profession,The pilot hired by a flight school to provide flight training is called flight instructor.,A,A,90
1289,Law 13475/2017 - Aeronaut profession,The pilot hired by a flight school to provide flight training is called flight instructor.,A,A,90
1290,Law 13475/2017 - Aeronaut profession,"Only native or naturalised Brazilian citizens may exercise the professions of aircraft pilot, flight mechanic and flight attendant. ",A,A,132
1291,Law 13475/2017 - Aeronaut profession,"Only native or naturalised Brazilian citizens may exercise the professions of aircraft pilot, flight mechanic and flight attendant. ",A,A,132
1292,Law 13475/2017 - Aeronaut profession,"Only native or naturalised Brazilian citizens may exercise the professions of aircraft pilot, flight mechanic and flight attendant. ",A,A,132
1293,Law 13475/2017 - Aeronaut profession,"In international air services provided by Brazilian companies, up to 1/3 (one third) of the flight attendants on board may be foreign workers.",A,A,142
1294,Law 13475/2017 - Aeronaut profession,"In international air services provided by Brazilian companies, up to 1/3 (one third) of the flight attendants on board may be foreign workers.",A,A,142
1295,Law 13475/2017 - Aeronaut profession,"The crew of all public air transport companies/airlines (except foreign non-scheduled public air transport companies operating air taxi), when operating domestic flights in Brazil, must be composed of native or naturalized Brazilians, with employment contract governed by Brazilian law.",A,A,286
1296,Law 13475/2017 - Aeronaut profession,"The crew of all public air transport companies/airlines (except foreign non-scheduled public air transport companies operating air taxi), when operating domestic flights in Brazil, must be composed of native or naturalized Brazilians, with employment contract governed by Brazilian law.",A,A,286
1297,Law 13475/2017 - Aeronaut profession,"In the absence of Brazilian crew members, foreign instructors may be provisionally admitted as crew members (for no longer than the period of instruction).",A,A,155
1298,Law 13475/2017 - Aeronaut profession,"In the absence of Brazilian crew members, foreign instructors may be provisionally admitted as crew members (for no longer than the period of instruction).",A,A,155
1299,Law 13475/2017 - Aeronaut profession,"A crew member must not exercise more than one position on board, even if he/she holds the required licences.",A,A,108
1300,Law 13475/2017 - Aeronaut profession,"Crew members must be directly hired by the aircraft operator, through an employment contract.",A,A,93
1301,Law 13475/2017 - Aeronaut profession,"Crew members must be directly hired by the aircraft operator, through an employment contract.",A,A,93
1302,Law 13475/2017 - Aeronaut profession,"The crew member may only work on board an aircraft from an aircraft operator to which he/she is not bound by an employment contract when the air service is not the main activity of the company and for less than 30 consecutive days and only one time a year. Otherwise, the person will be considered as an employee of the company.",A,A,328
1303,Law 13475/2017 - Aeronaut profession,"The crew member may only work on board an aircraft from an aircraft operator to which he/she is not bound by an employment contract when the air service is not the main activity of the company and for less than 30 consecutive days and only one time a year. Otherwise, the person will be considered as an employee of the company.",A,A,328
1304,Law 13475/2017 - Aeronaut profession,"An aircraft operator can use instructors to which it is not bound by an employment contract if there is no qualified instructor in its crew, only for the period of instruction. ANAC must authorise it.",A,A,200
1305,Law 13475/2017 - Aeronaut profession,"An aircraft operator can authorise its instructors to provide instruction for crew members to whom the company is not bound by an employment contract, if the employer of the latter do not have equipment or instructors for that goal, and only for the period of instruction. ANAC must authorise it.",A,A,296
1306,Law 13475/2017 - Aeronaut profession,"Flight time and landings limitations in the same duty period for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 
(i) 8 hours and 4 landings (if the operation is conducted with the minimum required flight crew); 
(ii) 11 hours and 5 landings (if the operation is conducted with the minimum required flight crew plus one flight commander, one flight mechanic, if so required, and 25% more flight attendants); 
(iii) 14 hours and 4 landings (if the",A,A,500
1307,Law 13475/2017 - Aeronaut profession," operation is conducted with the minimum required flight crew plus one flight commander, one pilot, one flight mechanic, if so required, and 50% more flight attendants).",A,A,169
1308,Law 13475/2017 - Aeronaut profession,"Flight time and landings limitations in the same duty period for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 
(i) 8 hours and 4 landings (if the operation is conducted with the minimum required flight crew); 
(ii) 11 hours and 5 landings (if the operation is conducted with the minimum required flight crew plus one flight commander, one flight mechanic, if so required, and 25% more flight attendants); 
(iii) 14 hours and 4 landings (if the",A,A,500
1309,Law 13475/2017 - Aeronaut profession," operation is conducted with the minimum required flight crew plus one flight commander, one pilot, one flight mechanic, if so required, and 50% more flight attendants).",A,A,169
1310,Law 13475/2017 - Aeronaut profession,Monthly and annual flight time limitations for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 100 hours/month and 960 hours/year (for conventional aircrafts).,A,A,213
1311,Law 13475/2017 - Aeronaut profession,Monthly and annual flight time limitations for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 100 hours/month and 960 hours/year (for conventional aircrafts).,A,A,213
1312,Law 13475/2017 - Aeronaut profession,"Duty period limitations for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 
(i) 9 hours (if the operation is conducted with the minimum required flight crew); 
(ii) 12 hours (if the operation is conducted with the minimum required flight crew plus one flight commander, one flight mechanic, if so required, and 25% more flight attendants); 
(iii) 16 hours (if the operation is conducted with the minimum required flight crew plus one flight comm",A,A,500
1313,Law 13475/2017 - Aeronaut profession,"ander, one pilot, one flight mechanic, if so required, and 50% more flight attendants).",A,A,87
1314,Law 13475/2017 - Aeronaut profession,"Duty period limitations for flight and cabin crew of scheduled or non-scheduled public air transport companies (except air taxi): 
(i) 9 hours (if the operation is conducted with the minimum required flight crew); 
(ii) 12 hours (if the operation is conducted with the minimum required flight crew plus one flight commander, one flight mechanic, if so required, and 25% more flight attendants); 
(iii) 16 hours (if the operation is conducted with the minimum required flight crew plus one flight comm",A,A,500
1315,Law 13475/2017 - Aeronaut profession,"ander, one pilot, one flight mechanic, if so required, and 50% more flight attendants).",A,A,87
1316,Decree 1232/1962 - Air transport worker,"If a licence and technical qualification certificate issued by the Directorate of Civil Aeronautics [today, ANAC] and other competent bodies are required for an activity, only an airman meeting the requirements must perform the activity. ",A,A,238
1317,Decree 1232/1962 - Air transport worker,"When a licence is required for an activity, assistants not holding the licence may not perform the activity under his/her own responsibility.",A,A,141
1318,Decree 1232/1962 - Air transport worker,Airwomen must not perform dangerous or unhealthy activities.,A,A,60
1319,Decree 1232/1962 - Air transport worker,"Airwomen must not work at night (unless if they perform activities such as radiotelephony, telephony, nursing, reception, bar or restaurant attendants, as well as management positions).",A,A,185
1320,Decree 1232/1962 - Air transport worker,Airwomen must not perform activities requiring muscle strength.,A,A,63
1321,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To fly an aircraft registered in Brazil, the pilot must hold an appropriate licence according to this Regulation. To fly in the Brazilian airspace an aircraft registered abroad, the flight crew must hold an appropriate licence according to the regulation of the country where the aircraft is registered.",A,A,303
1322,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To fly an aircraft registered in Brazil, the pilot must hold an appropriate licence according to this Regulation. To fly in the Brazilian airspace an aircraft registered abroad, the flight crew must hold an appropriate licence according to the regulation of the country where the aircraft is registered.",A,A,303
1323,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To operate a Brazilian aircraft outside Brazilian airspace, a pilot must have English proficiency, and must pass a proficiency test conducted by ANAC.",A,A,150
1324,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To operate a Brazilian aircraft outside Brazilian airspace, a pilot must have English proficiency, and must pass a proficiency test conducted by ANAC.",A,A,150
1325,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To obtain a pilot licence or rating, one must meet different requirements, concerning (i) age (16, 18 or 21 years old); (ii) educational level (secondary school); (iii) psychophysical aptitude (medical exam); (iv) theoretical knowledge (passing a test conducted by ANAC or an authorised flight school); (v) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vi) practical skills test (conducted by ANAC or an authorised flight school).",A,A,481
1326,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,These requirements may vary according to the type of licence or qualification (private pilot; commercial pilot; flight instructor; airline transport pilot; glider pilot; free balloon pilot).,A,A,190
1327,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"In addition, for commercial pilot, one must pass a theoretical course homologated by ANAC.",A,A,90
1328,Regulation (RBAC) 61/2012 by National Civil Aviation Agency - Pilot licences,"To obtain a pilot licence or rating, one must meet different requirements, concerning (i) age (16, 18 or 21 years old); (ii) educational level (secondary school); (iii) psychophysical aptitude (medical exam); (iv) theoretical knowledge (passing a test conducted by ANAC or an authorised flight school); (v) experience (passing a training course homologated by ANAC, including minimum flight hours); and (vi) practical skills test (conducted by ANAC or an authorised flight school).",A,A,481
