,file_name,text,lang,length
2689,PH_RA 7160 Local Government Code 1991," 36. Assistance to People’s and Non-governmental Organizations. – A local government unit may, through its local chief executive and with the concurrence of the sanggunian concerned, provide assistance, cnancial or otherwise, to such people’s and non-governmental organizations for economic, socially-oriented, environmental, or cultural projects to be implemented within its territorial jurisdiction.",en,47
2690,PH_RA 7160 Local Government Code 1991," 35. Linkages with People’s and Non-governmental Organizations. – Local government units may enter into joint ventures and such other cooperative arrangements with people’s and non-governmental organizations to engage in the delivery of certain basic services, capability- building and livelihood projects, and to develop local enterprises designed to improve productivity and income, diversify agriculture, spur rural industrialization, promote ecological balance, and enhance the economic and social well-being of the people.   Page 24 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,84
2691,PH_RA 7160 Local Government Code 1991, 34. Role of People’s and Non-governmental Organizations. – Local government units shall promote the establishment and operation of people’s and non-governmental organizations to become active partners in the pursuit of local autonomy.,en,30
2693,PH_RA 7160 Local Government Code 1991," 33. Cooperative Undertakings Among Local Government Units. – Local government units may, through appropriate ordinances, group themselves, consolidate, or coordinate their efforts, services, and resources for purposes commonly beneccial to them. In support of such undertakings, the local government units involved may, upon approval by the sanggunian concerned after a public hearing conducted for the purpose, contribute funds, real estate, equipment, and other kinds of property and appoint or assign personnel under such terms and conditions as may be agreed upon by the participating local units through Memoranda of Agreement.",en,83
2694,PH_RA 7160 Local Government Code 1991," 32. City and Municipal Supervision over Their Respective Barangays. – The city or municipality, through the city or municipal mayor concerned, shall exercise general supervision over component barangays to ensure that said barangays act within the scope of their prescribed powers and functions.",en,40
2695,PH_RA 7160 Local Government Code 1991," 31. Submission of Municipal Questions to the Provincial Legal O5cer or Prosecutor. – In the absence of a municipal legal o5cer, the municipal government may secure the opinion of the provincial legal o5cer, and in the absence of the latter, that of the provincial prosecutor on   Page 23 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM any legal question affecting the municipality.",en,69
2696,PH_RA 7160 Local Government Code 1991," 30. Review of Executive Orders. – (a) Except as otherwise provided under the Constitution and special statutes, the governor shall review all executive orders promulgated by the component city or municipal mayor within his jurisdiction. The city or municipal mayor shall review all executive orders promulgated by the punong barangay within his jurisdiction. Copies of such orders shall be forwarded to the governor or the city or municipal mayor, as the case may be, within three (3) days from their issuance. In all instances of review, the local chief executive concerned shall ensure that such executive orders are within the powers granted by law and in conformity with provincial, city, or municipal ordinances. (b) If the governor or the city or municipal mayor fails to act on said executive orders within thirty (30) days after their submission, the same shall be deemed consistent with law and therefore valid.",en,138
2697,PH_RA 7160 Local Government Code 1991," 29. Provincial Relations with Component Cities and Municipalities. – The province, through the governor, shall ensure that every component city and municipality within its territorial jurisdiction acts within the scope of its prescribed powers and functions. Highly urbanized cities and independent component cities shall be independent of the province.",en,46
2699,PH_RA 7160 Local Government Code 1991," 28. Powers of Local Chief Executives over the Units of the Philippine National Police. – The extent of operational supervision and control of local chief executives over the police force, cre protection unit, and jail management personnel assigned in their respective jurisdictions shall be governed by the provisions of Republic Act Numbered Sixty-nine hundred seventy-cve (R.A. No. 6975), otherwise known as “The Department of the Interior and Local Government Act of 1990”, and the rules and regulations issued pursuant thereto.",en,75
2700,PH_RA 7160 Local Government Code 1991," II Relations with the Philippine National Police   Page 22 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,26
2701,PH_RA 7160 Local Government Code 1991," 27. Prior Consultations Required. – No project or program shall be implemented by government authorities unless the consultations mentioned in Sections 2 (c) and 26 hereof are complied with, and prior approval of the sanggunian concerned is obtained: Provided, That occupants in areas where such projects are to be implemented shall not be evicted unless appropriate relocation sites have been provided, in accordance with the provisions of the Constitution.",en,64
2702,PH_RA 7160 Local Government Code 1991," 26. Duty of National Government Agencies in the Maintenance of Ecological Balance. – It shall be the duty of every national agency or government-owned or -controlled corporation authorizing or involved in the planning and implementation of any project or program that may cause pollution, climatic change, depletion of non-renewable resources, loss of cropland, rangeland, or forest cover, and extinction of animal or plant species, to consult with the local government units, nongovernmental organizations, and other sectors concerned and explain the goals and objectives of the project or program, its impact upon the people and the community in terms of environmental or ecological balance, and the measures that will be undertaken to prevent or minimize the adverse effects thereof.",en,110
2703,PH_RA 7160 Local Government Code 1991," 25. National Supervision over Local Government Units. – (a) Consistent with the basic policy on local autonomy, the President shall exercise general supervision over local government units to ensure that their acts are within the scope of their prescribed powers and functions. The President shall exercise supervisory authority directly over provinces, highly urbanized cities, and independent component cities; through the province with respect to component cities and municipalities; and through the city and municipality with respect to barangays. (b) National agencies and o5ces with project implementation functions shall coordinate with one another and with the local government units concerned in the discharge of these functions. They shall ensure the participation of local government units both in the planning and implementation of said national projects.   Page 21 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (c) The President may, upon request of the local government unit concerned, direct the appropriate national agency to provide cnancial, technical, or other forms of assistance to the local government unit. Such assistance shall be extended at no extra cost to the local government unit concerned. (d) National agencies and o5ces including government-owned or -controlled corporations with celd units or branches in a province, city, or municipality shall furnish the local chief executive concerned, for his information and guidance, monthly reports including duly certiced budgetary allocations and expenditures.",en,215
2706,PH_RA 7160 Local Government Code 1991, 24. Liability for Damages. – Local government units and their o5cials are not exempt from liability for death or injury to persons or damage to property.,en,25
2707,PH_RA 7160 Local Government Code 1991," 23. Authority to Negotiate and Secure Grants. – Local chief executives may, upon authority of the sanggunian, negotiate and secure cnancial grants or donations in kind, in support of the basic services or facilities enumerated under Section 17 hereof, from local and foreign assistance agencies without necessity of securing clearance or approval therefor from any department, agency, or o5ce of the National Government or from any higher local government   Page 20 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM unit: Provided, That projects cnanced by such grants or assistance with national security implications shall be approved by the national agency concerned: Provided, further, That when such national agency fails to act on the request for approval within thirty (30) days from receipt thereof, the same shall be deemed approved. The local chief executive shall, within thirty (30) days upon signing of such grant agreement or deed of donation, report the nature, amount, and terms of such assistance to both Houses of Congress and the President.",en,164
2708,PH_RA 7160 Local Government Code 1991," 22. Corporate Powers. – (a) Every local government unit, as a corporation, shall have the following powers:   Page 19 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (1) To have continuous succession in its corporate name; (2) To sue and be sued; (3) To have and use a corporate seal; (4) To acquire and convey real or personal property; (5) To enter into contracts; and (6) To exercise such other powers as are granted to corporations, subject to the limitations provided in this Code and other laws. (b) Local government units may continue using, modify, or change their existing corporate seals: Provided, That newly established local government units or those without corporate seals may create their own corporate seals which shall be registered with the Department of the Interior and Local Government: Provided, further, That any change of corporate seal shall also be registered as provided hereon. (c) Unless otherwise provided in this Code, no contract may be entered into by the local chief executive in behalf of the local government unit without prior authorization by the sanggunian concerned. A legible copy of such contract shall be posted at a conspicuous place in the provincial capitol or the city, municipal or barangay hall. (d) Local government units shall enjoy full autonomy in the exercise of their proprietary functions and in the management of their economic enterprises, subject to the limitations provided in this Code and other applicable laws.",en,228
2709,PH_RA 7160 Local Government Code 1991," 21. Closure and Opening of Roads. – (a) A local government unit may, pursuant to an ordinance, permanently or temporarily close or open any local road, alley, park, or square falling within its jurisdiction: Provided, however, That in case of permanent closure, such ordinance must be approved by at least two-thirds (2/3) of all the members of the sanggunian, and when necessary, an adequate substitute for the public facility that is subject to closure is provided. (b) No such way or place or any part thereof shall be permanently closed without making provisions for the maintenance of public safety therein. A property thus permanently withdrawn from public use may be used or conveyed for any purpose for which other real property belonging to the local government unit concerned may be lawfully used or conveyed: Provided, however, That no freedom park shall be closed permanently without provision for its transfer or relocation to a new site. (c) Any national or local road, alley, park, or square may be temporarily closed during an actual emergency, or cesta celebrations, public rallies, agricultural or industrial fairs, or an undertaking of public works and highways, telecommunications, and waterworks projects, the duration of which shall be speciced by the local chief executive concerned in a written order: Provided, however, That no national or local road, alley, park, or square shall be temporarily closed for athletic, cultural, or civic activities not o5cially sponsored, recognized, or approved by the local government unit concerned. (d) Any city, municipality, or barangay may, by a duly enacted ordinance, temporarily close and regulate the use of any local street, road, thoroughfare, or any other public place where shopping malls, Sunday, hea or night markets, or shopping areas may be established and where goods, merchandise, foodstuffs, commodities, or articles of commerce may be sold and dispensed to the general public.",en,285
2710,PH_RA 7160 Local Government Code 1991," 20. Reclassiccation of Lands. – (a) A city or municipality may, through an ordinance passed by the sanggunian after conducting public hearings for the purpose, authorize the reclassiccation of agricultural lands and provide for the manner of their utilization or disposition   Page 17 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM in the following cases: (1) when the land ceases to be economically feasible and sound for agricultural purposes as determined by the Department of Agriculture or (2) where the land shall have substantially greater economic value for residential, commercial, or industrial purposes, as determined by the sanggunian concerned: Provided, That such reclassiccation shall be limited to the following percentage of the total agricultural land area at the time of the passage of the ordinance: (1) For highly urbanized and independent component cities, cfteen percent (15%); (2) For component cities and crst to the third class municipalities, ten percent (10%); and (3) For fourth to sixth class municipalities, cve percent (5%): Provided, further, That agricultural lands distributed to agrarian reform benecciaries pursuant to Republic Act Numbered Sixty-six hundred cfty-seven (R.A. No. 6657). otherwise known as “The Comprehensive Agrarian Reform Law”, shall not be affected by the said reclassiccation and the conversion of such lands into other purposes shall be governed by Section 65 of said Act. (b) The President may, when public interest so requires and upon recommendation of the National Economic and Development Authority, authorize a city or municipality to reclassify lands in excess of the limits set in the next preceding paragraph. (c) The local government units shall, in conformity with existing laws, continue to prepare their respective comprehensive land use plans enacted through zoning ordinances which shall be the primary and dominant bases for the future use of land resources: Provided, That the requirements for food production, human settlements, and industrial expansion shall be taken into consideration in the preparation of such plans. (d) Where approval by a national agency is required for reclassiccation, such approval shall not be unreasonably withheld. Failure to act on a proper and complete application for reclassiccation within three (3) months from receipt of the same shall be deemed as approval thereof.   Page 18 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (e) Nothing in this Section shall be construed as repealing, amending, or modifying in any manner the provisions of R.A. No. 6657.",en,384
2711,PH_RA 7160 Local Government Code 1991," 19. Eminent Domain. – A local government unit may, through its chief executive and acting pursuant to an ordinance, exercise the power of eminent domain for public use, or purpose or welfare for the benect of the poor and the landless, upon payment of just compensation, pursuant to the provisions of the Constitution and pertinent laws: Provided, however, That the power of eminent domain may not be exercised unless a valid and decnite offer has been previously made to the owner, and such offer was not accepted: Provided, further, That the local government unit may immediately take possession of the property upon the cling of the expropriation proceedings and upon making a deposit with the proper court of at least cfteen percent (15%) of the fair market value of the property based on the current tax declaration of the property to be expropriated: Provided, cnally, That, the amount to be paid for the expropriated property shall be determined by the proper court, based on the fair market value at the time of the taking of the property.",en,166
2712,PH_RA 7160 Local Government Code 1991," 18. Power to Generate and Apply Resources. – Local government units shall have the power and authority to establish an organization that shall be responsible for the e5cient and effective implementation of their development plans, program objectives and priorities; to create their own sources of revenues and to levy taxes, fees, and charges which shall accrue exclusively for their use and disposition and which shall be retained by them; to have a just share in national taxes which shall be automatically and directly released to them without need of any further action; to have an equitable share in the proceeds from the utilization and development of the national wealth and resources within their respective territorial jurisdictions including sharing the same with the inhabitants by way of direct benects; to acquire, develop, lease, encumber, alienate, or otherwise dispose of real or personal property held by them in their proprietary capacity and to apply their resources and assets for productive, developmental, or welfare purposes, in the exercise or furtherance of their governmental or proprietary powers and functions and thereby ensure their development into self-reliant communities and active participants in the attainment of national goals.",en,179
2713,PH_RA 7160 Local Government Code 1991," 17. Basic Services and Facilities. – (a) Local government units shall endeavor to be self-reliant and shall continue exercising the powers and discharging the duties and functions currently vested upon them. They shall also discharge the functions and responsibilities of national agencies and o5ces devolved to them pursuant to this Code. Local government units shall likewise exercise such other powers and discharge such other functions and responsibilities as are necessary, appropriate, or incidental to e5cient and effective provision of the basic services and facilities enumerated herein. (b) Such basic services and facilities include, but are not limited to, the following:   Page 10 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (1) For a Barangay: (i) Agricultural support services which include planting materials distribution system and operation of farm produce collection and buying stations; (ii) Health and social welfare services which include maintenance of barangay health center and day-care center; (iii) Services and facilities related to general hygiene and sanitation, beauticcation, and solid waste collection; (iv) Maintenance of katarungang pambarangay; (v) Maintenance of barangay roads and bridges and water supply systems; (vi) Infrastructure facilities such as multi-purpose hall, multi-purpose pavement, plaza, sports center, and other similar facilities; (vii) Information and reading center; and (viii) Satellite or public market, where viable; (2) For a Municipality: (i) Extension and on-site research services and facilities related to agriculture and cshery activities which include dispersal of livestock and poultry, cngerlings, and other seeding materials for aquaculture; palay, corn, and vegetable seed farms; medicinal plant gardens; fruit tree, coconut, and other kinds of seedling nurseries; demonstration farms; quality control of copra and improvement and development of local distribution channels, preferably through cooperatives; interbarangay irrigation systems; water and soil resource utilization and conservation projects; and enforcement of cshery laws in municipal waters including the conservation of mangroves;   Page 11 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (ii) Pursuant to national policies and subject to supervision, control and review of the DENR, implementation of community-based forestry projects which include integrated social forestry programs and similar projects; management and control of communal forests with an area not exceeding cfty (50) square kilometers; establishment of tree parks, greenbelts, and similar forest development projects; (iii) Subject to the provisions of Title Five, Book I of this Code, health services which include the implementation of programs and projects on primary health care, maternal and child care, and communicable and non-communicable disease control services; access to secondary and tertiary health services; purchase of medicines, medical supplies, and equipment needed to carry out the services herein enumerated; (iv) Social welfare services which include programs and projects on child and youth welfare, family and community welfare, women’s welfare, welfare of the elderly and disabled persons; community-based rehabilitation programs for vagrants, beggars, street children, scavengers, juvenile delinquents, and victims of drug abuse; livelihood and other pro-poor projects; nutrition services; and family planning services; (v) Information services which include investments and job placement information systems, tax and marketing information systems, and maintenance of a public library; (vi) Solid waste disposal system or environmental management system and services or facilities related to general hygiene and sanitation; (vii) Municipal buildings, cultural centers, public parks including freedom parks, playgrounds, and other sports facilities and equipment, and other similar facilities; (viii) Infrastructure facilities intended primarily to service the needs of the residents of the municipality and which are funded out of municipal funds including, but not limited to, municipal roads and bridges; school buildings and other facilities for public elementary and secondary schools; clinics, health centers and other health facilities necessary to carry out health services; communal irrigation, small water impounding projects and other similar projects; csh ports;   Page 12 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM artesian wells, spring development, rainwater collectors and water supply systems; seawalls, dikes, drainage and sewerage, and hood control; tra5c signals and road signs; and similar facilities; (ix) Public markets, slaughterhouses and other municipal enterprises; (x) Public cemetery; (xi) Tourism facilities and other tourist attractions, including the acquisition of equipment, regulation and supervision of business concessions, and security services for such facilities; and (xii) Sites for police and cre stations and substations and municipal jail; (3) For a Province: (i) Agricultural extension and on-site research services and facilities which include the prevention and control of plant and animal pests and diseases; dairy farms, livestock markets, animal breeding stations, and articcial insemination centers; and assistance in the organization of farmers’ and cshermen’s cooperatives and other collective organizations, as well as the transfer of appropriate technology; (ii) Industrial research and development services, as well as the transfer of appropriate technology; (iii) Pursuant to national policies and subject to supervision, control and review of the DENR, enforcement of forestry laws limited to community-based forestry projects, pollution control law, small-scale mining law, and other laws on the protection of the environment; and mini- hydroelectric projects for local purposes; (iv) Subject to the provisions of Title Five, Book I of this Code, health services which include hospitals and other tertiary health services;   Page 13 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (v) Social welfare services which include programs and projects on rebel returnees and evacuees; relief operations; and population development services; (vi) Provincial buildings, provincial jails, freedom parks and other public assembly areas, and similar facilities; (vii) Infrastructure facilities intended to service the needs of the residents of the province and which are funded out of provincial funds including, but not limited to, provincial roads and bridges; inter-municipal waterworks, drainage and sewerage, hood control, and irrigation systems; reclamation projects; and similar facilities; (viii) Programs and projects for low-cost housing and other mass dwellings, except those funded by the Social Security System (SSS), Government Service Insurance System (GSIS), and the Home Development Mutual Fund (HDMF); Provided, That national funds for these programs and projects shall be equitably allocated among the regions in proportion to the ratio of the homeless to the population; (ix) Investment support services, including access to credit cnancing; (x) Upgrading and modernization of tax information and collection services through the use of computer hardware and software and other means; (xi) Inter-municipal telecommunications services, subject to national policy guidelines; and (xii) Tourism development and promotion programs; (4) For a City: All the services and facilities of the municipality and province, and in addition thereto, the following: (i) Adequate communication and transportation facilities;   Page 14 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (ii) Support for education, police and cre services and facilities; (c) Notwithstanding the provisions of subsection (b) hereof, public works and infrastructure projects and other facilities, programs and services funded by the National Government under the annual General Appropriations Act, other special laws, pertinent executive orders, and those wholly or partially funded from foreign sources, are not covered under this section, except in those cases where the local government unit concerned is duly designated as the implementing agency for such projects, facilities, programs, and services. (d) The designs, plans, speciccations, testing of materials, and the procurement of equipment and materials from both foreign and local sources necessary for the provision of the foregoing services and facilities shall be undertaken by the local government unit concerned, based on national policies, standards and guidelines. (e) National agencies or o5ces concerned shall devolve to local government units the responsibility for the provision of basic services and facilities enumerated in this section within six (6) months after the effectivity of this Code. As used in this Code, the term “devolution” refers to the act by which the National Government confers power and authority upon the various local government units to perform specicc functions and responsibilities. (f) The National Government or the next higher level of local government unit may provide or augment the basic services and facilities assigned to a lower level of local government unit when such services or facilities are not made available or, if made available, are inadequate to meet the requirements of its inhabitants. (g) The basic services and facilities hereinabove enumerated shall be funded from the share of local government units in the proceeds of national taxes and other local revenues and funding support from the National Government, its instrumentalities and government-owned or - controlled corporations which are tasked by law to establish and maintain such services or   Page 15 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM facilities. Any fund or resource available for the use of local government units shall be crst allocated for the provision of basic services or facilities enumerated in subsection (b) hereof before applying the same for other purposes, unless otherwise provided in this Code. (h) Regional o5ces of national agencies or o5ces whose functions are devolved to local government units as provided herein shall be phased out within one (1) year from the approval of this Code. Said national agencies and o5ces may establish such celd units as may be necessary for monitoring purposes and providing technical assistance to local government units. The properties, equipment, and other assets of these regional o5ces shall be distributed to the local government units in the region in accordance with the rules and regulations issued by the Oversight Committee created under this Code. (i) The devolution contemplated in this Code shall include the transfer to local government units of the records, equipment, and other assets and personnel of national agencies and o5ces corresponding to the devolved powers, functions, and responsibilities. Personnel of said national agencies or o5ces shall be absorbed by the local government units to which they belong or in whose areas they are assigned to the extent that it is administratively viable as determined by the said oversight committee: Provided, That the rights accorded to such personnel pursuant to civil service law, rules and regulations shall not be impaired: Provided, further, That regional directors who are career executive service o5cers and other o5cers of similar rank in the said regional o5ces who cannot be absorbed by the local government unit shall be retained by the National Government, without any diminution of rank, salary or tenure. (j) To ensure the active participation of the private sector in local governance, local government units may, by ordinance, sell, lease, encumber, or otherwise dispose of public economic enterprises owned by them in their proprietary capacity. Costs may also be charged for the delivery of basic services or facilities enumerated in this section.   Page 16 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,1652
2714,PH_RA 7160 Local Government Code 1991," 16. General Welfare. – Every local government unit shall exercise the powers expressly granted, those necessarily implied therefrom, as well as powers necessary, appropriate, or incidental for its e5cient and effective governance, and those which are essential to the promotion of the general welfare. Within their respective territorial jurisdictions, local government units shall ensure and support, among other things, the preservation and enrichment of culture, promote health and safety, enhance the right of the people to a balanced ecology, encourage and support the development of appropriate and self-reliant scienticc and technological capabilities, improve public morals, enhance economic prosperity and social justice, promote full employment among their residents, maintain peace and order, and preserve the comfort and convenience of their inhabitants.",en,111
2715,PH_RA 7160 Local Government Code 1991," 15. Political and Corporate Nature of Local Government Units. – Every local government unit created or recognized under this Code is a body politic and corporate endowed with powers to be exercised by it in conformity with law. As such, it shall exercise powers as a political subdivision of the national government and as a corporate entity representing the inhabitants of its territory.",en,59
2716,PH_RA 7160 Local Government Code 1991," 14. Beginning of Corporate Existence. – When a new local government unit is created, its corporate existence shall commence upon the election and qualiccation of its chief executive and a majority of the members of its sanggunian, unless some other time is cxed therefor by the law or ordinance creating it.",en,48
2717,PH_RA 7160 Local Government Code 1991,". (e) A change of name of a public school shall be made only upon the recommendation of the local school board concerned. (f) A change of name of public hospitals, health centers, and other health facilities shall be made only upon the recommendation of the local health board concerned. (g) The change of name of any local government unit shall be effective only upon raticcation in a plebiscite conducted for the purpose in the political unit directly affected. (h) In any change of name, the O5ce of the President, the representative of the legislative district concerned, and the Bureau of Posts shall be noticed.   Page 9 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,116
2718,PH_RA 7160 Local Government Code 1991," 13. Naming of Local Government Units and Public Places, Streets and Structures. – (a) The sangguniang panlalawigan may, in consultation with the Philippine Historical Commission (PHC), change the name of the following within its territorial jurisdiction: (1) Component cities and municipalities, upon the recommendation of the sanggunian concerned; (2) Provincial roads, avenues, boulevards, thoroughfares, and bridges; (3) Public vocational or technical schools and other post-secondary and tertiary schools; (4) Provincial hospitals, health centers, and other health facilities; and (5) Any other public place or building owned by the provincial government. (b) The sanggunians of highly urbanized cities and of component cities whose charters prohibit their voters from voting for provincial elective o5cials, hereinafter referred to in this Code as independent component cities, may, in consultation with the Philippine Historical Commission, change the name of the following within its territorial jurisdiction: (1) City barangays, upon the recommendation of the sangguniang barangay concerned; (2) City roads, avenues, boulevards, thoroughfares, and bridges; (3) Public elementary, secondary and vocational or technical schools, community colleges and non-chartered colleges; (4) City hospitals, health centers and other health facilities; and (5) Any other public place or building owned by the city government. (c) The sanggunians of component cities and municipalities may, in consultation with the Philippine Historical Commission, change the name of the following within its territorial jurisdiction:   Page 8 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (1) City and municipal barangays, upon recommendation of the sangguniang barangay concerned; (2) City, municipal and barangay roads, avenues, boulevards, thoroughfares, and bridges; (3) City and municipal public elementary, secondary and vocational or technical schools, post- secondary and other tertiary schools; (4) City and municipal hospitals, health centers and other health facilities; and (5) Any other public place or building owned by the municipal government. (d) None of the foregoing local government units, institutions, places, or buildings shall be named after a living person, nor may a change of name be made unless for a justicable reason and, in any case, not oftener than once every ten (10) years. The name of a local government unit or a public place, street or structure with historical, cultural, or ethnic signiccance shall not be changed, unless by a unanimous vote of the sanggunian concerned and in consultation with the",en,355
2719,PH_RA 7160 Local Government Code 1991," 12. Government Centers. – Provinces, cities, and municipalities shall endeavor to establish a government center where o5ces, agencies, or branches of the National Government, local government units, or government-owned or -controlled corporations may, as far as practicable, be located. In designating such a center, the local government unit concerned shall take into account the existing facilities of national and local agencies and o5ces which may serve as the government center as contemplated under this Section. The National Government, local government unit or government-owned or -controlled corporation concerned shall bear the expenses for the construction of its buildings and facilities in the government center.   Page 7 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,116
2720,PH_RA 7160 Local Government Code 1991," 11. Selection and Transfer of Local Government Site, O5ces and Facilities. – (a) The law or ordinance creating or merging local government units shall specify the seat of government from where governmental and corporate services shall be delivered. In selecting said site, factors relating to geographical centrality, accessibility, availability of transportation and communication facilities, drainage and sanitation, development and economic progress, and other relevant considerations shall be taken into account. (b) When conditions and developments in the local government unit concerned have signiccantly changed subsequent to the establishment of the seat of government, its sanggunian may, after public hearing and by a vote of two-thirds (2/3) of all its members, transfer the same to a site better suited to its needs. Provided, however, That no such transfer shall be made outside the territorial boundaries of the local government unit concerned. The old site, together with the improvements thereon, may be disposed of by sale or lease or converted to such other use as the sanggunian concerned may deem beneccial to the local government unit concerned and its inhabitants. (c) Local government o5ces and facilities shall not be transferred, relocated, or converted to other uses unless public hearings are crst conducted for the purpose and the concurrence of the majority of all the members of the sanggunian concerned is obtained.",en,203
2721,PH_RA 7160 Local Government Code 1991," 10. Plebiscite Requirement. – No creation, division, merger, abolition, or substantial alteration of boundaries of local government units shall take effect unless approved by a majority of the votes cast in a plebiscite called for the purpose in the political unit or units directly affected. Said plebiscite shall be conducted by the Commission on Elections (COMELEC) within one hundred twenty (120) days from the date of effectivity of the law or ordinance effecting such action, unless said law or ordinance cxes another date.   Page 6 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM",en,98
2722,PH_RA 7160 Local Government Code 1991," 9. Abolition of Local Government Units. – A local government unit may be abolished when its income, population, or land area has been irreversibly reduced to less than the minimum standards prescribed for its creation under Book III of this Code, as certiced by the national agencies mentioned in Section 7 hereof to Congress or to the sanggunian concerned, as the case may be. The law or ordinance abolishing a local government unit shall specify the province, city, municipality, or barangay with which the local government unit sought to be abolished will be incorporated or merged.",en,89
2723,PH_RA 7160 Local Government Code 1991," 8. Division and Merger. – Division and merger of existing local government units shall comply with the same requirements herein prescribed for their creation: Provided, however, That such division shall not reduce the income, population, or land area of the local government unit or units concerned to less than the minimum requirements prescribed in this Code: Provided, further, That the income classiccation of the original local government unit or units shall not fall below its current income classiccation prior to such division. The income classiccation of local government units shall be updated within six (6) months from the effectivity of this Code to rehect the changes in their cnancial position resulting from the increased revenues as provided herein.",en,110
2724,PH_RA 7160 Local Government Code 1991," 7. Creation and Conversion. – As a general rule, the creation of a local government unit or its conversion from one level to another level shall be based on vericable indicators of viability and projected capacity to provide services, to wit: (a) Income. – It must be su5cient, based on acceptable standards, to provide for all essential government facilities and services and special functions commensurate with the size of its population, as expected of the local government unit concerned; (b) Population. – It shall be determined as the total number of inhabitants within the territorial jurisdiction of the local government unit concerned; and (c) Land Area. – It must be contiguous, unless it comprises two (2) or more islands or is separated by a local government unit independent of the others; properly identiced by metes and bounds with technical descriptions; and su5cient to provide for such basic services and facilities to meet the requirements of its populace.   Page 5 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM Compliance with the foregoing indicators shall be attested to by the Department of Finance (DOF), the National Statistics O5ce (NSO), and the Lands Management Bureau (LMB) of the Department of Environment and Natural Resources (DENR).",en,198
2725,PH_RA 7160 Local Government Code 1991," 6. Authority to Create Local Government Units. – A local government unit may be created, divided, merged, abolished, or its boundaries substantially altered either by law enacted by Congress in the case of a province, city, municipality, or any other political subdivision, or by ordinance passed by the sangguniang panlalawigan or sangguniang panlungsod concerned in the case of a barangay located within its territorial jurisdiction, subject to such limitations and requirements prescribed in this Code.",en,70
2727,PH_RA 7160 Local Government Code 1991," 5. Rules of Interpretation. – In the interpretation of the provisions of this Code, the following rules shall apply: (a) Any provision on a power of a local government unit shall be liberally interpreted in its favor, and in case of doubt, any question thereon shall be resolved in favor of devolution of powers and of the lower local government unit. Any fair and reasonable doubt as to the existence of the power shall be interpreted in favor of the local government unit concerned; (b) In case of doubt, any tax ordinance or revenue measure shall be construed strictly against the local government unit enacting it, and liberally in favor of the taxpayer. Any tax exemption, incentive or relief granted by any local government unit pursuant to the provisions of this Code shall be construed strictly against the person claiming it. (c) The general welfare provisions in this Code shall be liberally interpreted to give more powers to local government units in accelerating economic development and upgrading the quality of life for the people in the community; (d) Rights and obligations existing on the date of effectivity of this Code and arising out of contracts or any other source of prestation involving a local government unit shall be governed by the original terms and conditions of said contracts or the law in force at the time such rights were vested; and   Page 4 of 325 Republic Act No. 7160 | Official Gazette of the Republic of the Philippines 2/16/23, 8:43 AM (e) In the resolution of controversies arising under this Code where no legal provision or jurisprudence applies, resort may be had to the customs and traditions in the place where the controversies take place.",en,266
2728,PH_RA 7160 Local Government Code 1991," 4. Scope of Application. – This Code shall apply to all provinces, cities, municipalities, barangays, and other political subdivisions as may be created by law, and, to the extent herein provided, to o5cials, o5ces, or agencies of the national government.",en,38
